leto,drzava,starostna skupina,spol,vrednost,odstotek
2017,Slovaška,16-24,ženske,50 - 99,42
2017,Slovaška,25-54,moški,50 - 99,27
2017,Slovaška,25-54,ženske,50 - 99,30
2017,Slovaška,55-74,moški,50 - 99,27
2017,Slovaška,55-74,ženske,50 - 99,39
2017,Finska,skupaj,skupaj,50 - 99,9
2017,Finska,16-24,skupaj,50 - 99,13
2017,Finska,25-54,skupaj,50 - 99,9
2017,Finska,55-74,skupaj,50 - 99,8
2017,Finska,16-24,moški,50 - 99,14
2017,Finska,16-24,ženske,50 - 99,12
2017,Finska,25-54,moški,50 - 99,10
2017,Finska,25-54,ženske,50 - 99,7
2017,Finska,55-74,moški,50 - 99,6
2017,Finska,55-74,ženske,50 - 99,10
2017,Švedska,skupaj,skupaj,50 - 99,16
2017,Švedska,16-24,skupaj,50 - 99,25
2017,Švedska,25-54,skupaj,50 - 99,13
2017,Švedska,55-74,skupaj,50 - 99,18
2017,Švedska,16-24,moški,50 - 99,15
2017,Švedska,16-24,ženske,50 - 99,36
2017,Švedska,25-54,moški,50 - 99,10
2017,Švedska,25-54,ženske,50 - 99,17
2017,Švedska,55-74,moški,50 - 99,16
2017,Švedska,55-74,ženske,50 - 99,22
2017,EU28,skupaj,skupaj,100 - 499 ,41
2017,EU28,16-24,skupaj,100 - 499 ,36
2017,EU28,25-54,skupaj,100 - 499 ,42
2017,EU28,55-74,skupaj,100 - 499 ,40
2017,EU28,16-24,moški,100 - 499 ,38
2017,EU28,16-24,ženske,100 - 499 ,33
2017,EU28,25-54,moški,100 - 499 ,42
2017,EU28,25-54,ženske,100 - 499 ,43
2017,EU28,55-74,moški,100 - 499 ,41
2017,EU28,55-74,ženske,100 - 499 ,39
2017,Belgija,skupaj,skupaj,100 - 499 ,44
2017,Belgija,16-24,skupaj,100 - 499 ,43
2017,Belgija,25-54,skupaj,100 - 499 ,44
2017,Belgija,55-74,skupaj,100 - 499 ,43
2017,Belgija,16-24,moški,100 - 499 ,38
2017,Belgija,16-24,ženske,100 - 499 ,47
2017,Belgija,25-54,moški,100 - 499 ,42
2017,Belgija,25-54,ženske,100 - 499 ,46
2017,Belgija,55-74,moški,100 - 499 ,43
2017,Belgija,55-74,ženske,100 - 499 ,42
2017,Bolgarija,skupaj,skupaj,100 - 499 ,29
2017,Bolgarija,16-24,skupaj,100 - 499 ,16
2017,Bolgarija,25-54,skupaj,100 - 499 ,32
2017,Bolgarija,55-74,skupaj,100 - 499 ,34
2017,Bolgarija,16-24,moški,100 - 499 ,20
2017,Bolgarija,16-24,ženske,100 - 499 ,12
2017,Bolgarija,25-54,moški,100 - 499 ,39
2017,Bolgarija,25-54,ženske,100 - 499 ,26
2017,Bolgarija,55-74,moški,100 - 499 ,44
2017,Bolgarija,55-74,ženske,100 - 499 ,28
2017,Češka,skupaj,skupaj,100 - 499 ,53
2017,Češka,16-24,skupaj,100 - 499 ,47
2017,Češka,25-54,skupaj,100 - 499 ,54
2017,Češka,55-74,skupaj,100 - 499 ,53
2017,Češka,16-24,moški,100 - 499 ,50
2017,Češka,16-24,ženske,100 - 499 ,45
2017,Češka,25-54,moški,100 - 499 ,59
2017,Češka,25-54,ženske,100 - 499 ,50
2017,Češka,55-74,moški,100 - 499 ,59
2017,Češka,55-74,ženske,100 - 499 ,47
2017,Danska,skupaj,skupaj,100 - 499 ,33
2017,Danska,16-24,skupaj,100 - 499 ,41
2017,Danska,25-54,skupaj,100 - 499 ,32
2017,Danska,55-74,skupaj,100 - 499 ,29
2017,Danska,16-24,moški,100 - 499 ,40
2017,Danska,16-24,ženske,100 - 499 ,42
2017,Danska,25-54,moški,100 - 499 ,31
2017,Danska,25-54,ženske,100 - 499 ,34
2017,Danska,55-74,moški,100 - 499 ,29
2017,Danska,55-74,ženske,100 - 499 ,29
2017,Nemčija,skupaj,skupaj,100 - 499 ,47
2017,Nemčija,16-24,skupaj,100 - 499 ,39
2017,Nemčija,25-54,skupaj,100 - 499 ,48
2017,Nemčija,55-74,skupaj,100 - 499 ,49
2017,Nemčija,16-24,moški,100 - 499 ,40
2017,Nemčija,16-24,ženske,100 - 499 ,38
2017,Nemčija,25-54,moški,100 - 499 ,48
2017,Nemčija,25-54,ženske,100 - 499 ,49
2017,Nemčija,55-74,moški,100 - 499 ,50
2017,Nemčija,55-74,ženske,100 - 499 ,47
2017,Estonija,skupaj,skupaj,100 - 499 ,42
2017,Estonija,16-24,skupaj,100 - 499 ,39
2017,Estonija,25-54,skupaj,100 - 499 ,43
2017,Estonija,55-74,skupaj,100 - 499 ,44
2017,Estonija,16-24,moški,100 - 499 ,40
2017,Estonija,16-24,ženske,100 - 499 ,38
2017,Estonija,25-54,moški,100 - 499 ,47
2017,Estonija,25-54,ženske,100 - 499 ,40
2017,Estonija,55-74,moški,100 - 499 ,46
2017,Estonija,55-74,ženske,100 - 499 ,43
2017,Irska,skupaj,skupaj,100 - 499 ,42
2017,Irska,16-24,skupaj,100 - 499 ,42
2017,Irska,25-54,skupaj,100 - 499 ,43
2017,Irska,55-74,skupaj,100 - 499 ,41
2017,Irska,16-24,moški,100 - 499 ,33
2017,Irska,16-24,ženske,100 - 499 ,47
2017,Irska,25-54,moški,100 - 499 ,42
2017,Irska,25-54,ženske,100 - 499 ,43
2017,Irska,55-74,moški,100 - 499 ,47
2017,Irska,55-74,ženske,100 - 499 ,35
2017,Grčija,skupaj,skupaj,100 - 499 ,42
2017,Grčija,16-24,skupaj,100 - 499 ,33
2017,Grčija,25-54,skupaj,100 - 499 ,45
2017,Grčija,55-74,skupaj,100 - 499 ,36
2017,Grčija,16-24,moški,100 - 499 ,35
2017,Grčija,16-24,ženske,100 - 499 ,31
2017,Grčija,25-54,moški,100 - 499 ,47
2017,Grčija,25-54,ženske,100 - 499 ,43
2017,Grčija,55-74,moški,100 - 499 ,42
2017,Grčija,55-74,ženske,100 - 499 ,26
2017,Španija,skupaj,skupaj,100 - 499 ,35
2017,Španija,16-24,skupaj,100 - 499 ,28
2017,Španija,25-54,skupaj,100 - 499 ,36
2017,Španija,55-74,skupaj,100 - 499 ,36
2017,Španija,16-24,moški,100 - 499 ,29
2017,Španija,16-24,ženske,100 - 499 ,28
2017,Španija,25-54,moški,100 - 499 ,37
2017,Španija,25-54,ženske,100 - 499 ,36
2017,Španija,55-74,moški,100 - 499 ,36
2017,Španija,55-74,ženske,100 - 499 ,35
2017,Francija,skupaj,skupaj,100 - 499 ,41
2017,Francija,16-24,skupaj,100 - 499 ,33
2017,Francija,25-54,skupaj,100 - 499 ,43
2017,Francija,55-74,skupaj,100 - 499 ,40
2017,Francija,16-24,moški,100 - 499 ,40
2017,Francija,16-24,ženske,100 - 499 ,26
2017,Francija,25-54,moški,100 - 499 ,42
2017,Francija,25-54,ženske,100 - 499 ,44
2017,Francija,55-74,moški,100 - 499 ,41
2017,Francija,55-74,ženske,100 - 499 ,39
2017,Hrvaška,skupaj,skupaj,100 - 499 ,26
2017,Hrvaška,16-24,skupaj,100 - 499 ,22
2017,Hrvaška,25-54,skupaj,100 - 499 ,27
2017,Hrvaška,55-74,skupaj,100 - 499 ,30
2017,Hrvaška,16-24,moški,100 - 499 ,20
2017,Hrvaška,16-24,ženske,100 - 499 ,25
2017,Hrvaška,25-54,moški,100 - 499 ,26
2017,Hrvaška,25-54,ženske,100 - 499 ,29
2017,Hrvaška,55-74,moški,100 - 499 ,26
2017,Hrvaška,55-74,ženske,100 - 499 ,38
2017,Italija,skupaj,skupaj,100 - 499 ,NA
2017,Italija,16-24,skupaj,100 - 499 ,NA
2017,Italija,25-54,skupaj,100 - 499 ,NA
2017,Italija,55-74,skupaj,100 - 499 ,NA
2017,Italija,16-24,moški,100 - 499 ,NA
2017,Italija,16-24,ženske,100 - 499 ,NA
2017,Italija,25-54,moški,100 - 499 ,NA
2017,Italija,25-54,ženske,100 - 499 ,NA
2017,Italija,55-74,moški,100 - 499 ,NA
2017,Italija,55-74,ženske,100 - 499 ,NA
2017,Ciper,skupaj,skupaj,100 - 499 ,38
2017,Ciper,16-24,skupaj,100 - 499 ,30
2017,Ciper,25-54,skupaj,100 - 499 ,39
2017,Ciper,55-74,skupaj,100 - 499 ,47
2017,Ciper,16-24,moški,100 - 499 ,26
2017,Ciper,16-24,ženske,100 - 499 ,33
2017,Ciper,25-54,moški,100 - 499 ,44
2017,Ciper,25-54,ženske,100 - 499 ,35
2017,Ciper,55-74,moški,100 - 499 ,47
2017,Ciper,55-74,ženske,100 - 499 ,46
2017,Latvija,skupaj,skupaj,100 - 499 ,23
2017,Latvija,16-24,skupaj,100 - 499 ,16
2017,Latvija,25-54,skupaj,100 - 499 ,24
2017,Latvija,55-74,skupaj,100 - 499 ,25
2017,Latvija,16-24,moški,100 - 499 ,21
2017,Latvija,16-24,ženske,100 - 499 ,12
2017,Latvija,25-54,moški,100 - 499 ,26
2017,Latvija,25-54,ženske,100 - 499 ,22
2017,Latvija,55-74,moški,100 - 499 ,34
2017,Latvija,55-74,ženske,100 - 499 ,20
2017,Litva,skupaj,skupaj,100 - 499 ,36
2017,Litva,16-24,skupaj,100 - 499 ,27
2017,Litva,25-54,skupaj,100 - 499 ,39
2017,Litva,55-74,skupaj,100 - 499 ,30
2017,Litva,16-24,moški,100 - 499 ,29
2017,Litva,16-24,ženske,100 - 499 ,25
2017,Litva,25-54,moški,100 - 499 ,45
2017,Litva,25-54,ženske,100 - 499 ,33
2017,Litva,55-74,moški,100 - 499 ,34
2017,Litva,55-74,ženske,100 - 499 ,28
2017,Luksemburg,skupaj,skupaj,100 - 499 ,36
2017,Luksemburg,16-24,skupaj,100 - 499 ,43
2017,Luksemburg,25-54,skupaj,100 - 499 ,34
2017,Luksemburg,55-74,skupaj,100 - 499 ,39
2017,Luksemburg,16-24,moški,100 - 499 ,47
2017,Luksemburg,16-24,ženske,100 - 499 ,39
2017,Luksemburg,25-54,moški,100 - 499 ,35
2017,Luksemburg,25-54,ženske,100 - 499 ,33
2017,Luksemburg,55-74,moški,100 - 499 ,37
2017,Luksemburg,55-74,ženske,100 - 499 ,42
2017,Madžarska,skupaj,skupaj,100 - 499 ,34
2017,Madžarska,16-24,skupaj,100 - 499 ,26
2017,Madžarska,25-54,skupaj,100 - 499 ,35
2017,Madžarska,55-74,skupaj,100 - 499 ,41
2017,Madžarska,16-24,moški,100 - 499 ,34
2017,Madžarska,16-24,ženske,100 - 499 ,16
2017,Madžarska,25-54,moški,100 - 499 ,40
2017,Madžarska,25-54,ženske,100 - 499 ,31
2017,Madžarska,55-74,moški,100 - 499 ,48
2017,Madžarska,55-74,ženske,100 - 499 ,34
2017,Malta,skupaj,skupaj,100 - 499 ,39
2017,Malta,16-24,skupaj,100 - 499 ,39
2017,Malta,25-54,skupaj,100 - 499 ,39
2017,Malta,55-74,skupaj,100 - 499 ,36
2017,Malta,16-24,moški,100 - 499 ,42
2017,Malta,16-24,ženske,100 - 499 ,36
2017,Malta,25-54,moški,100 - 499 ,47
2017,Malta,25-54,ženske,100 - 499 ,31
2017,Malta,55-74,moški,100 - 499 ,40
2017,Malta,55-74,ženske,100 - 499 ,NA
2017,Nizozemska,skupaj,skupaj,100 - 499 ,41
2017,Nizozemska,16-24,skupaj,100 - 499 ,37
2017,Nizozemska,25-54,skupaj,100 - 499 ,43
2017,Nizozemska,55-74,skupaj,100 - 499 ,39
2017,Nizozemska,16-24,moški,100 - 499 ,35
2017,Nizozemska,16-24,ženske,100 - 499 ,40
2017,Nizozemska,25-54,moški,100 - 499 ,43
2017,Nizozemska,25-54,ženske,100 - 499 ,44
2017,Nizozemska,55-74,moški,100 - 499 ,39
2017,Nizozemska,55-74,ženske,100 - 499 ,39
2017,Avstrija,skupaj,skupaj,100 - 499 ,52
2017,Avstrija,16-24,skupaj,100 - 499 ,50
2017,Avstrija,25-54,skupaj,100 - 499 ,54
2017,Avstrija,55-74,skupaj,100 - 499 ,47
2017,Avstrija,16-24,moški,100 - 499 ,49
2017,Avstrija,16-24,ženske,100 - 499 ,52
2017,Avstrija,25-54,moški,100 - 499 ,50
2017,Avstrija,25-54,ženske,100 - 499 ,59
2017,Avstrija,55-74,moški,100 - 499 ,43
2017,Avstrija,55-74,ženske,100 - 499 ,55
2017,Poljska,skupaj,skupaj,100 - 499 ,40
2017,Poljska,16-24,skupaj,100 - 499 ,30
2017,Poljska,25-54,skupaj,100 - 499 ,42
2017,Poljska,55-74,skupaj,100 - 499 ,43
2017,Poljska,16-24,moški,100 - 499 ,35
2017,Poljska,16-24,ženske,100 - 499 ,24
2017,Poljska,25-54,moški,100 - 499 ,44
2017,Poljska,25-54,ženske,100 - 499 ,41
2017,Poljska,55-74,moški,100 - 499 ,46
2017,Poljska,55-74,ženske,100 - 499 ,40
2017,Portugalska,skupaj,skupaj,100 - 499 ,40
2017,Portugalska,16-24,skupaj,100 - 499 ,36
2017,Portugalska,25-54,skupaj,100 - 499 ,41
2017,Portugalska,55-74,skupaj,100 - 499 ,37
2017,Portugalska,16-24,moški,100 - 499 ,47
2017,Portugalska,16-24,ženske,100 - 499 ,27
2017,Portugalska,25-54,moški,100 - 499 ,39
2017,Portugalska,25-54,ženske,100 - 499 ,44
2017,Portugalska,55-74,moški,100 - 499 ,34
2017,Portugalska,55-74,ženske,100 - 499 ,43
2017,Romunija,skupaj,skupaj,100 - 499 ,25
2017,Romunija,16-24,skupaj,100 - 499 ,21
2017,Romunija,25-54,skupaj,100 - 499 ,25
2017,Romunija,55-74,skupaj,100 - 499 ,33
2017,Romunija,16-24,moški,100 - 499 ,21
2017,Romunija,16-24,ženske,100 - 499 ,22
2017,Romunija,25-54,moški,100 - 499 ,29
2017,Romunija,25-54,ženske,100 - 499 ,21
2017,Romunija,55-74,moški,100 - 499 ,40
2017,Romunija,55-74,ženske,100 - 499 ,26
2017,Slovenija,skupaj,skupaj,100 - 499 ,32
2017,Slovenija,16-24,skupaj,100 - 499 ,28
2017,Slovenija,25-54,skupaj,100 - 499 ,32
2017,Slovenija,55-74,skupaj,100 - 499 ,40
2017,Slovenija,16-24,moški,100 - 499 ,33
2017,Slovenija,16-24,ženske,100 - 499 ,24
2017,Slovenija,25-54,moški,100 - 499 ,36
2017,Slovenija,25-54,ženske,100 - 499 ,28
2017,Slovenija,55-74,moški,100 - 499 ,33
2017,Slovenija,55-74,ženske,100 - 499 ,49
2017,Slovaška,skupaj,skupaj,100 - 499 ,38
2017,Slovaška,16-24,skupaj,100 - 499 ,25
2017,Slovaška,25-54,skupaj,100 - 499 ,41
2017,Slovaška,55-74,skupaj,100 - 499 ,37
2017,Slovaška,16-24,moški,100 - 499 ,30
2017,Slovaška,16-24,ženske,100 - 499 ,19
2017,Slovaška,25-54,moški,100 - 499 ,42
2017,Slovaška,25-54,ženske,100 - 499 ,40
2017,Slovaška,55-74,moški,100 - 499 ,42
2017,Slovaška,55-74,ženske,100 - 499 ,31
2017,Finska,skupaj,skupaj,100 - 499 ,44
2017,Finska,16-24,skupaj,100 - 499 ,47
2017,Finska,25-54,skupaj,100 - 499 ,44
2017,Finska,55-74,skupaj,100 - 499 ,42
2017,Finska,16-24,moški,100 - 499 ,43
2017,Finska,16-24,ženske,100 - 499 ,53
2017,Finska,25-54,moški,100 - 499 ,40
2017,Finska,25-54,ženske,100 - 499 ,47
2017,Finska,55-74,moški,100 - 499 ,37
2017,Finska,55-74,ženske,100 - 499 ,46
2017,Švedska,skupaj,skupaj,100 - 499 ,41
2017,Švedska,16-24,skupaj,100 - 499 ,35
2017,Švedska,25-54,skupaj,100 - 499 ,43
2017,Švedska,55-74,skupaj,100 - 499 ,41
2017,Švedska,16-24,moški,100 - 499 ,49
2017,Švedska,16-24,ženske,100 - 499 ,22
2017,Švedska,25-54,moški,100 - 499 ,42
2017,Švedska,25-54,ženske,100 - 499 ,43
2017,Švedska,55-74,moški,100 - 499 ,38
2017,Švedska,55-74,ženske,100 - 499 ,45
2017,EU28,skupaj,skupaj,500 - 999,10
2017,EU28,16-24,skupaj,500 - 999,8
2017,EU28,25-54,skupaj,500 - 999,11
2017,EU28,55-74,skupaj,500 - 999,10
2017,EU28,16-24,moški,500 - 999,10
2017,EU28,16-24,ženske,500 - 999,6
2017,EU28,25-54,moški,500 - 999,12
2017,EU28,25-54,ženske,500 - 999,10
2017,EU28,55-74,moški,500 - 999,10
2017,EU28,55-74,ženske,500 - 999,9
2017,Belgija,skupaj,skupaj,500 - 999,12
2017,Belgija,16-24,skupaj,500 - 999,7
2017,Belgija,25-54,skupaj,500 - 999,13
2017,Belgija,55-74,skupaj,500 - 999,10
2017,Belgija,16-24,moški,500 - 999,11
2017,Belgija,16-24,ženske,500 - 999,3
2017,Belgija,25-54,moški,500 - 999,13
2017,Belgija,25-54,ženske,500 - 999,13
2017,Belgija,55-74,moški,500 - 999,12
2017,Belgija,55-74,ženske,500 - 999,9
2017,Bolgarija,skupaj,skupaj,500 - 999,3
2017,Bolgarija,16-24,skupaj,500 - 999,2
2017,Bolgarija,25-54,skupaj,500 - 999,3
2017,Bolgarija,55-74,skupaj,500 - 999,5
2017,Bolgarija,16-24,moški,500 - 999,2
2017,Bolgarija,16-24,ženske,500 - 999,2
2017,Bolgarija,25-54,moški,500 - 999,3
2017,Bolgarija,25-54,ženske,500 - 999,3
2017,Bolgarija,55-74,moški,500 - 999,8
2017,Bolgarija,55-74,ženske,500 - 999,2
2017,Češka,skupaj,skupaj,500 - 999,5
2017,Češka,16-24,skupaj,500 - 999,3
2017,Češka,25-54,skupaj,500 - 999,6
2017,Češka,55-74,skupaj,500 - 999,4
2017,Češka,16-24,moški,500 - 999,4
2017,Češka,16-24,ženske,500 - 999,3
2017,Češka,25-54,moški,500 - 999,7
2017,Češka,25-54,ženske,500 - 999,5
2017,Češka,55-74,moški,500 - 999,5
2017,Češka,55-74,ženske,500 - 999,4
2017,Danska,skupaj,skupaj,500 - 999,12
2017,Danska,16-24,skupaj,500 - 999,9
2017,Danska,25-54,skupaj,500 - 999,13
2017,Danska,55-74,skupaj,500 - 999,11
2017,Danska,16-24,moški,500 - 999,9
2017,Danska,16-24,ženske,500 - 999,9
2017,Danska,25-54,moški,500 - 999,14
2017,Danska,25-54,ženske,500 - 999,12
2017,Danska,55-74,moški,500 - 999,11
2017,Danska,55-74,ženske,500 - 999,10
2017,Nemčija,skupaj,skupaj,500 - 999,10
2017,Nemčija,16-24,skupaj,500 - 999,5
2017,Nemčija,25-54,skupaj,500 - 999,12
2017,Nemčija,55-74,skupaj,500 - 999,8
2017,Nemčija,16-24,moški,500 - 999,6
2017,Nemčija,16-24,ženske,500 - 999,5
2017,Nemčija,25-54,moški,500 - 999,14
2017,Nemčija,25-54,ženske,500 - 999,10
2017,Nemčija,55-74,moški,500 - 999,9
2017,Nemčija,55-74,ženske,500 - 999,7
2017,Estonija,skupaj,skupaj,500 - 999,9
2017,Estonija,16-24,skupaj,500 - 999,7
2017,Estonija,25-54,skupaj,500 - 999,10
2017,Estonija,55-74,skupaj,500 - 999,6
2017,Estonija,16-24,moški,500 - 999,9
2017,Estonija,16-24,ženske,500 - 999,6
2017,Estonija,25-54,moški,500 - 999,10
2017,Estonija,25-54,ženske,500 - 999,9
2017,Estonija,55-74,moški,500 - 999,8
2017,Estonija,55-74,ženske,500 - 999,5
2017,Irska,skupaj,skupaj,500 - 999,11
2017,Irska,16-24,skupaj,500 - 999,8
2017,Irska,25-54,skupaj,500 - 999,12
2017,Irska,55-74,skupaj,500 - 999,7
2017,Irska,16-24,moški,500 - 999,12
2017,Irska,16-24,ženske,500 - 999,5
2017,Irska,25-54,moški,500 - 999,14
2017,Irska,25-54,ženske,500 - 999,11
2017,Irska,55-74,moški,500 - 999,9
2017,Irska,55-74,ženske,500 - 999,6
2017,Grčija,skupaj,skupaj,500 - 999,5
2017,Grčija,16-24,skupaj,500 - 999,2
2017,Grčija,25-54,skupaj,500 - 999,6
2017,Grčija,55-74,skupaj,500 - 999,7
2017,Grčija,16-24,moški,500 - 999,4
2017,Grčija,16-24,ženske,500 - 999,0
2017,Grčija,25-54,moški,500 - 999,8
2017,Grčija,25-54,ženske,500 - 999,4
2017,Grčija,55-74,moški,500 - 999,8
2017,Grčija,55-74,ženske,500 - 999,6
2017,Španija,skupaj,skupaj,500 - 999,7
2017,Španija,16-24,skupaj,500 - 999,2
2017,Španija,25-54,skupaj,500 - 999,7
2017,Španija,55-74,skupaj,500 - 999,9
2017,Španija,16-24,moški,500 - 999,3
2017,Španija,16-24,ženske,500 - 999,1
2017,Španija,25-54,moški,500 - 999,8
2017,Španija,25-54,ženske,500 - 999,6
2017,Španija,55-74,moški,500 - 999,10
2017,Španija,55-74,ženske,500 - 999,9
2017,Francija,skupaj,skupaj,500 - 999,9
2017,Francija,16-24,skupaj,500 - 999,6
2017,Francija,25-54,skupaj,500 - 999,10
2017,Francija,55-74,skupaj,500 - 999,9
2017,Francija,16-24,moški,500 - 999,7
2017,Francija,16-24,ženske,500 - 999,5
2017,Francija,25-54,moški,500 - 999,11
2017,Francija,25-54,ženske,500 - 999,9
2017,Francija,55-74,moški,500 - 999,10
2017,Francija,55-74,ženske,500 - 999,8
2017,Hrvaška,skupaj,skupaj,500 - 999,3
2017,Hrvaška,16-24,skupaj,500 - 999,1
2017,Hrvaška,25-54,skupaj,500 - 999,3
2017,Hrvaška,55-74,skupaj,500 - 999,9
2017,Hrvaška,16-24,moški,500 - 999,0
2017,Hrvaška,16-24,ženske,500 - 999,2
2017,Hrvaška,25-54,moški,500 - 999,3
2017,Hrvaška,25-54,ženske,500 - 999,3
2017,Hrvaška,55-74,moški,500 - 999,13
2017,Hrvaška,55-74,ženske,500 - 999,0
2017,Italija,skupaj,skupaj,500 - 999,NA
2017,Italija,16-24,skupaj,500 - 999,NA
2017,Italija,25-54,skupaj,500 - 999,NA
2017,Italija,55-74,skupaj,500 - 999,NA
2017,Italija,16-24,moški,500 - 999,NA
2017,Italija,16-24,ženske,500 - 999,NA
2017,Italija,25-54,moški,500 - 999,NA
2017,Italija,25-54,ženske,500 - 999,NA
2017,Italija,55-74,moški,500 - 999,NA
2017,Italija,55-74,ženske,500 - 999,NA
2017,Ciper,skupaj,skupaj,500 - 999,7
2017,Ciper,16-24,skupaj,500 - 999,3
2017,Ciper,25-54,skupaj,500 - 999,7
2017,Ciper,55-74,skupaj,500 - 999,11
2017,Ciper,16-24,moški,500 - 999,1
2017,Ciper,16-24,ženske,500 - 999,4
2017,Ciper,25-54,moški,500 - 999,7
2017,Ciper,25-54,ženske,500 - 999,7
2017,Ciper,55-74,moški,500 - 999,11
2017,Ciper,55-74,ženske,500 - 999,11
2017,Latvija,skupaj,skupaj,500 - 999,3
2017,Latvija,16-24,skupaj,500 - 999,2
2017,Latvija,25-54,skupaj,500 - 999,4
2017,Latvija,55-74,skupaj,500 - 999,3
2017,Latvija,16-24,moški,500 - 999,4
2017,Latvija,16-24,ženske,500 - 999,1
2017,Latvija,25-54,moški,500 - 999,4
2017,Latvija,25-54,ženske,500 - 999,4
2017,Latvija,55-74,moški,500 - 999,4
2017,Latvija,55-74,ženske,500 - 999,3
2017,Litva,skupaj,skupaj,500 - 999,5
2017,Litva,16-24,skupaj,500 - 999,1
2017,Litva,25-54,skupaj,500 - 999,6
2017,Litva,55-74,skupaj,500 - 999,5
2017,Litva,16-24,moški,500 - 999,2
2017,Litva,16-24,ženske,500 - 999,1
2017,Litva,25-54,moški,500 - 999,8
2017,Litva,25-54,ženske,500 - 999,5
2017,Litva,55-74,moški,500 - 999,12
2017,Litva,55-74,ženske,500 - 999,2
2017,Luksemburg,skupaj,skupaj,500 - 999,13
2017,Luksemburg,16-24,skupaj,500 - 999,7
2017,Luksemburg,25-54,skupaj,500 - 999,16
2017,Luksemburg,55-74,skupaj,500 - 999,10
2017,Luksemburg,16-24,moški,500 - 999,6
2017,Luksemburg,16-24,ženske,500 - 999,8
2017,Luksemburg,25-54,moški,500 - 999,18
2017,Luksemburg,25-54,ženske,500 - 999,13
2017,Luksemburg,55-74,moški,500 - 999,10
2017,Luksemburg,55-74,ženske,500 - 999,9
2017,Madžarska,skupaj,skupaj,500 - 999,4
2017,Madžarska,16-24,skupaj,500 - 999,2
2017,Madžarska,25-54,skupaj,500 - 999,4
2017,Madžarska,55-74,skupaj,500 - 999,4
2017,Madžarska,16-24,moški,500 - 999,1
2017,Madžarska,16-24,ženske,500 - 999,3
2017,Madžarska,25-54,moški,500 - 999,5
2017,Madžarska,25-54,ženske,500 - 999,3
2017,Madžarska,55-74,moški,500 - 999,6
2017,Madžarska,55-74,ženske,500 - 999,2
2017,Malta,skupaj,skupaj,500 - 999,8
2017,Malta,16-24,skupaj,500 - 999,9
2017,Malta,25-54,skupaj,500 - 999,8
2017,Malta,55-74,skupaj,500 - 999,6
2017,Malta,16-24,moški,500 - 999,12
2017,Malta,16-24,ženske,500 - 999,5
2017,Malta,25-54,moški,500 - 999,8
2017,Malta,25-54,ženske,500 - 999,8
2017,Malta,55-74,moški,500 - 999,8
2017,Malta,55-74,ženske,500 - 999,NA
2017,Nizozemska,skupaj,skupaj,500 - 999,12
2017,Nizozemska,16-24,skupaj,500 - 999,11
2017,Nizozemska,25-54,skupaj,500 - 999,13
2017,Nizozemska,55-74,skupaj,500 - 999,10
2017,Nizozemska,16-24,moški,500 - 999,13
2017,Nizozemska,16-24,ženske,500 - 999,9
2017,Nizozemska,25-54,moški,500 - 999,15
2017,Nizozemska,25-54,ženske,500 - 999,10
2017,Nizozemska,55-74,moški,500 - 999,12
2017,Nizozemska,55-74,ženske,500 - 999,7
2017,Avstrija,skupaj,skupaj,500 - 999,15
2017,Avstrija,16-24,skupaj,500 - 999,13
2017,Avstrija,25-54,skupaj,500 - 999,16
2017,Avstrija,55-74,skupaj,500 - 999,18
2017,Avstrija,16-24,moški,500 - 999,11
2017,Avstrija,16-24,ženske,500 - 999,14
2017,Avstrija,25-54,moški,500 - 999,17
2017,Avstrija,25-54,ženske,500 - 999,15
2017,Avstrija,55-74,moški,500 - 999,18
2017,Avstrija,55-74,ženske,500 - 999,17
2017,Poljska,skupaj,skupaj,500 - 999,6
2017,Poljska,16-24,skupaj,500 - 999,1
2017,Poljska,25-54,skupaj,500 - 999,7
2017,Poljska,55-74,skupaj,500 - 999,6
2017,Poljska,16-24,moški,500 - 999,2
2017,Poljska,16-24,ženske,500 - 999,1
2017,Poljska,25-54,moški,500 - 999,8
2017,Poljska,25-54,ženske,500 - 999,5
2017,Poljska,55-74,moški,500 - 999,5
2017,Poljska,55-74,ženske,500 - 999,7
2017,Portugalska,skupaj,skupaj,500 - 999,11
2017,Portugalska,16-24,skupaj,500 - 999,4
2017,Portugalska,25-54,skupaj,500 - 999,12
2017,Portugalska,55-74,skupaj,500 - 999,14
2017,Portugalska,16-24,moški,500 - 999,4
2017,Portugalska,16-24,ženske,500 - 999,4
2017,Portugalska,25-54,moški,500 - 999,13
2017,Portugalska,25-54,ženske,500 - 999,11
2017,Portugalska,55-74,moški,500 - 999,12
2017,Portugalska,55-74,ženske,500 - 999,18
2017,Romunija,skupaj,skupaj,500 - 999,3
2017,Romunija,16-24,skupaj,500 - 999,0
2017,Romunija,25-54,skupaj,500 - 999,4
2017,Romunija,55-74,skupaj,500 - 999,1
2017,Romunija,16-24,moški,500 - 999,0
2017,Romunija,16-24,ženske,500 - 999,0
2017,Romunija,25-54,moški,500 - 999,4
2017,Romunija,25-54,ženske,500 - 999,3
2017,Romunija,55-74,moški,500 - 999,2
2017,Romunija,55-74,ženske,500 - 999,0
2017,Slovenija,skupaj,skupaj,500 - 999,4
2017,Slovenija,16-24,skupaj,500 - 999,1
2017,Slovenija,25-54,skupaj,500 - 999,5
2017,Slovenija,55-74,skupaj,500 - 999,3
2017,Slovenija,16-24,moški,500 - 999,2
