leto,drzava,starostna skupina,spol,prodajalec,odstotek
2012,Slovaška,25-54,ženske,iz EU,37
2012,Slovaška,25-54,ženske,iz drugih držav,8
2013,Slovaška,25-54,ženske,domači,87
2013,Slovaška,25-54,ženske,iz EU,34
2013,Slovaška,25-54,ženske,iz drugih držav,7
2014,Slovaška,25-54,ženske,domači,90
2014,Slovaška,25-54,ženske,iz EU,36
2014,Slovaška,25-54,ženske,iz drugih držav,10
2015,Slovaška,25-54,ženske,domači,87
2015,Slovaška,25-54,ženske,iz EU,40
2015,Slovaška,25-54,ženske,iz drugih držav,13
2016,Slovaška,25-54,ženske,domači,89
2016,Slovaška,25-54,ženske,iz EU,37
2016,Slovaška,25-54,ženske,iz drugih držav,17
2017,Slovaška,25-54,ženske,domači,86
2017,Slovaška,25-54,ženske,iz EU,37
2017,Slovaška,25-54,ženske,iz drugih držav,18
2018,Slovaška,25-54,ženske,domači,87
2018,Slovaška,25-54,ženske,iz EU,39
2018,Slovaška,25-54,ženske,iz drugih držav,15
2019,Slovaška,25-54,ženske,domači,86
2019,Slovaška,25-54,ženske,iz EU,42
2019,Slovaška,25-54,ženske,iz drugih držav,22
2010,Slovaška,55-74,moški,domači,91
2010,Slovaška,55-74,moški,iz EU,17
2010,Slovaška,55-74,moški,iz drugih držav,2
2011,Slovaška,55-74,moški,domači,90
2011,Slovaška,55-74,moški,iz EU,33
2011,Slovaška,55-74,moški,iz drugih držav,9
2012,Slovaška,55-74,moški,domači,82
2012,Slovaška,55-74,moški,iz EU,37
2012,Slovaška,55-74,moški,iz drugih držav,14
2013,Slovaška,55-74,moški,domači,86
2013,Slovaška,55-74,moški,iz EU,29
2013,Slovaška,55-74,moški,iz drugih držav,0
2014,Slovaška,55-74,moški,domači,92
2014,Slovaška,55-74,moški,iz EU,25
2014,Slovaška,55-74,moški,iz drugih držav,6
2015,Slovaška,55-74,moški,domači,82
2015,Slovaška,55-74,moški,iz EU,28
2015,Slovaška,55-74,moški,iz drugih držav,9
2016,Slovaška,55-74,moški,domači,93
2016,Slovaška,55-74,moški,iz EU,28
2016,Slovaška,55-74,moški,iz drugih držav,12
2017,Slovaška,55-74,moški,domači,92
2017,Slovaška,55-74,moški,iz EU,29
2017,Slovaška,55-74,moški,iz drugih držav,12
2018,Slovaška,55-74,moški,domači,91
2018,Slovaška,55-74,moški,iz EU,25
2018,Slovaška,55-74,moški,iz drugih držav,10
2019,Slovaška,55-74,moški,domači,85
2019,Slovaška,55-74,moški,iz EU,26
2019,Slovaška,55-74,moški,iz drugih držav,7
2010,Slovaška,55-74,ženske,domači,92
2010,Slovaška,55-74,ženske,iz EU,30
2010,Slovaška,55-74,ženske,iz drugih držav,2
2011,Slovaška,55-74,ženske,domači,89
2011,Slovaška,55-74,ženske,iz EU,12
2011,Slovaška,55-74,ženske,iz drugih držav,4
2012,Slovaška,55-74,ženske,domači,88
2012,Slovaška,55-74,ženske,iz EU,23
2012,Slovaška,55-74,ženske,iz drugih držav,3
2013,Slovaška,55-74,ženske,domači,92
2013,Slovaška,55-74,ženske,iz EU,24
2013,Slovaška,55-74,ženske,iz drugih držav,9
2014,Slovaška,55-74,ženske,domači,94
2014,Slovaška,55-74,ženske,iz EU,22
2014,Slovaška,55-74,ženske,iz drugih držav,3
2015,Slovaška,55-74,ženske,domači,89
2015,Slovaška,55-74,ženske,iz EU,24
2015,Slovaška,55-74,ženske,iz drugih držav,0
2016,Slovaška,55-74,ženske,domači,91
2016,Slovaška,55-74,ženske,iz EU,33
2016,Slovaška,55-74,ženske,iz drugih držav,5
2017,Slovaška,55-74,ženske,domači,93
2017,Slovaška,55-74,ženske,iz EU,21
2017,Slovaška,55-74,ženske,iz drugih držav,4
2018,Slovaška,55-74,ženske,domači,88
2018,Slovaška,55-74,ženske,iz EU,25
2018,Slovaška,55-74,ženske,iz drugih držav,7
2019,Slovaška,55-74,ženske,domači,84
2019,Slovaška,55-74,ženske,iz EU,25
2019,Slovaška,55-74,ženske,iz drugih držav,6
2010,Finska,skupaj,skupaj,domači,89
2010,Finska,skupaj,skupaj,iz EU,36
2010,Finska,skupaj,skupaj,iz drugih držav,17
2011,Finska,skupaj,skupaj,domači,88
2011,Finska,skupaj,skupaj,iz EU,45
2011,Finska,skupaj,skupaj,iz drugih držav,20
2012,Finska,skupaj,skupaj,domači,89
2012,Finska,skupaj,skupaj,iz EU,46
2012,Finska,skupaj,skupaj,iz drugih držav,21
2013,Finska,skupaj,skupaj,domači,82
2013,Finska,skupaj,skupaj,iz EU,49
2013,Finska,skupaj,skupaj,iz drugih držav,21
2014,Finska,skupaj,skupaj,domači,85
2014,Finska,skupaj,skupaj,iz EU,53
2014,Finska,skupaj,skupaj,iz drugih držav,26
2015,Finska,skupaj,skupaj,domači,81
2015,Finska,skupaj,skupaj,iz EU,53
2015,Finska,skupaj,skupaj,iz drugih držav,28
2016,Finska,skupaj,skupaj,domači,83
2016,Finska,skupaj,skupaj,iz EU,51
2016,Finska,skupaj,skupaj,iz drugih držav,28
2017,Finska,skupaj,skupaj,domači,81
2017,Finska,skupaj,skupaj,iz EU,53
2017,Finska,skupaj,skupaj,iz drugih držav,30
2018,Finska,skupaj,skupaj,domači,78
2018,Finska,skupaj,skupaj,iz EU,52
2018,Finska,skupaj,skupaj,iz drugih držav,30
2019,Finska,skupaj,skupaj,domači,78
2019,Finska,skupaj,skupaj,iz EU,51
2019,Finska,skupaj,skupaj,iz drugih držav,28
2010,Finska,16-24,skupaj,domači,84
2010,Finska,16-24,skupaj,iz EU,39
2010,Finska,16-24,skupaj,iz drugih držav,18
2011,Finska,16-24,skupaj,domači,87
2011,Finska,16-24,skupaj,iz EU,45
2011,Finska,16-24,skupaj,iz drugih držav,21
2012,Finska,16-24,skupaj,domači,82
2012,Finska,16-24,skupaj,iz EU,52
2012,Finska,16-24,skupaj,iz drugih držav,24
2013,Finska,16-24,skupaj,domači,80
2013,Finska,16-24,skupaj,iz EU,49
2013,Finska,16-24,skupaj,iz drugih držav,24
2014,Finska,16-24,skupaj,domači,81
2014,Finska,16-24,skupaj,iz EU,62
2014,Finska,16-24,skupaj,iz drugih držav,34
2015,Finska,16-24,skupaj,domači,72
2015,Finska,16-24,skupaj,iz EU,66
2015,Finska,16-24,skupaj,iz drugih držav,39
2016,Finska,16-24,skupaj,domači,78
2016,Finska,16-24,skupaj,iz EU,56
2016,Finska,16-24,skupaj,iz drugih držav,34
2017,Finska,16-24,skupaj,domači,68
2017,Finska,16-24,skupaj,iz EU,67
2017,Finska,16-24,skupaj,iz drugih držav,41
2018,Finska,16-24,skupaj,domači,71
2018,Finska,16-24,skupaj,iz EU,60
2018,Finska,16-24,skupaj,iz drugih držav,39
2019,Finska,16-24,skupaj,domači,62
2019,Finska,16-24,skupaj,iz EU,61
2019,Finska,16-24,skupaj,iz drugih držav,33
2010,Finska,25-54,skupaj,domači,91
2010,Finska,25-54,skupaj,iz EU,38
2010,Finska,25-54,skupaj,iz drugih držav,18
2011,Finska,25-54,skupaj,domači,89
2011,Finska,25-54,skupaj,iz EU,49
2011,Finska,25-54,skupaj,iz drugih držav,23
2012,Finska,25-54,skupaj,domači,90
2012,Finska,25-54,skupaj,iz EU,49
2012,Finska,25-54,skupaj,iz drugih držav,23
2013,Finska,25-54,skupaj,domači,84
2013,Finska,25-54,skupaj,iz EU,54
2013,Finska,25-54,skupaj,iz drugih držav,23
2014,Finska,25-54,skupaj,domači,87
2014,Finska,25-54,skupaj,iz EU,56
2014,Finska,25-54,skupaj,iz drugih držav,27
2015,Finska,25-54,skupaj,domači,85
2015,Finska,25-54,skupaj,iz EU,54
2015,Finska,25-54,skupaj,iz drugih držav,29
2016,Finska,25-54,skupaj,domači,84
2016,Finska,25-54,skupaj,iz EU,55
2016,Finska,25-54,skupaj,iz drugih držav,31
2017,Finska,25-54,skupaj,domači,84
2017,Finska,25-54,skupaj,iz EU,58
2017,Finska,25-54,skupaj,iz drugih držav,33
2018,Finska,25-54,skupaj,domači,80
2018,Finska,25-54,skupaj,iz EU,56
2018,Finska,25-54,skupaj,iz drugih držav,32
2019,Finska,25-54,skupaj,domači,82
2019,Finska,25-54,skupaj,iz EU,55
2019,Finska,25-54,skupaj,iz drugih držav,30
2010,Finska,55-74,skupaj,domači,88
2010,Finska,55-74,skupaj,iz EU,25
2010,Finska,55-74,skupaj,iz drugih držav,13
2011,Finska,55-74,skupaj,domači,84
2011,Finska,55-74,skupaj,iz EU,28
2011,Finska,55-74,skupaj,iz drugih držav,8
2012,Finska,55-74,skupaj,domači,89
2012,Finska,55-74,skupaj,iz EU,27
2012,Finska,55-74,skupaj,iz drugih držav,12
2013,Finska,55-74,skupaj,domači,78
2013,Finska,55-74,skupaj,iz EU,32
2013,Finska,55-74,skupaj,iz drugih držav,15
2014,Finska,55-74,skupaj,domači,81
2014,Finska,55-74,skupaj,iz EU,34
2014,Finska,55-74,skupaj,iz drugih držav,16
2015,Finska,55-74,skupaj,domači,77
2015,Finska,55-74,skupaj,iz EU,37
2015,Finska,55-74,skupaj,iz drugih držav,14
2016,Finska,55-74,skupaj,domači,82
2016,Finska,55-74,skupaj,iz EU,33
2016,Finska,55-74,skupaj,iz drugih držav,14
2017,Finska,55-74,skupaj,domači,82
2017,Finska,55-74,skupaj,iz EU,30
2017,Finska,55-74,skupaj,iz drugih držav,13
2018,Finska,55-74,skupaj,domači,78
2018,Finska,55-74,skupaj,iz EU,34
2018,Finska,55-74,skupaj,iz drugih držav,14
2019,Finska,55-74,skupaj,domači,77
2019,Finska,55-74,skupaj,iz EU,34
2019,Finska,55-74,skupaj,iz drugih držav,17
2010,Finska,16-24,moški,domači,83
2010,Finska,16-24,moški,iz EU,42
2010,Finska,16-24,moški,iz drugih držav,23
2011,Finska,16-24,moški,domači,87
2011,Finska,16-24,moški,iz EU,48
2011,Finska,16-24,moški,iz drugih držav,26
2012,Finska,16-24,moški,domači,78
2012,Finska,16-24,moški,iz EU,54
2012,Finska,16-24,moški,iz drugih držav,28
2013,Finska,16-24,moški,domači,82
2013,Finska,16-24,moški,iz EU,43
2013,Finska,16-24,moški,iz drugih držav,21
2014,Finska,16-24,moški,domači,83
2014,Finska,16-24,moški,iz EU,59
2014,Finska,16-24,moški,iz drugih držav,37
2015,Finska,16-24,moški,domači,72
2015,Finska,16-24,moški,iz EU,63
2015,Finska,16-24,moški,iz drugih držav,42
2016,Finska,16-24,moški,domači,76
2016,Finska,16-24,moški,iz EU,59
2016,Finska,16-24,moški,iz drugih držav,33
2017,Finska,16-24,moški,domači,67
2017,Finska,16-24,moški,iz EU,61
2017,Finska,16-24,moški,iz drugih držav,40
2018,Finska,16-24,moški,domači,69
2018,Finska,16-24,moški,iz EU,57
2018,Finska,16-24,moški,iz drugih držav,40
2019,Finska,16-24,moški,domači,60
2019,Finska,16-24,moški,iz EU,61
2019,Finska,16-24,moški,iz drugih držav,35
2010,Finska,16-24,ženske,domači,84
2010,Finska,16-24,ženske,iz EU,36
2010,Finska,16-24,ženske,iz drugih držav,13
2011,Finska,16-24,ženske,domači,86
2011,Finska,16-24,ženske,iz EU,43
2011,Finska,16-24,ženske,iz drugih držav,16
2012,Finska,16-24,ženske,domači,87
2012,Finska,16-24,ženske,iz EU,50
2012,Finska,16-24,ženske,iz drugih držav,20
2013,Finska,16-24,ženske,domači,78
2013,Finska,16-24,ženske,iz EU,55
2013,Finska,16-24,ženske,iz drugih držav,28
2014,Finska,16-24,ženske,domači,79
2014,Finska,16-24,ženske,iz EU,64
2014,Finska,16-24,ženske,iz drugih držav,32
2015,Finska,16-24,ženske,domači,73
2015,Finska,16-24,ženske,iz EU,69
2015,Finska,16-24,ženske,iz drugih držav,36
2016,Finska,16-24,ženske,domači,79
2016,Finska,16-24,ženske,iz EU,52
2016,Finska,16-24,ženske,iz drugih držav,34
2017,Finska,16-24,ženske,domači,68
2017,Finska,16-24,ženske,iz EU,74
2017,Finska,16-24,ženske,iz drugih držav,42
2018,Finska,16-24,ženske,domači,73
2018,Finska,16-24,ženske,iz EU,63
2018,Finska,16-24,ženske,iz drugih držav,37
2019,Finska,16-24,ženske,domači,63
2019,Finska,16-24,ženske,iz EU,62
2019,Finska,16-24,ženske,iz drugih držav,31
2010,Finska,25-54,moški,domači,88
2010,Finska,25-54,moški,iz EU,44
2010,Finska,25-54,moški,iz drugih držav,22
2011,Finska,25-54,moški,domači,90
2011,Finska,25-54,moški,iz EU,54
2011,Finska,25-54,moški,iz drugih držav,29
2012,Finska,25-54,moški,domači,89
2012,Finska,25-54,moški,iz EU,54
2012,Finska,25-54,moški,iz drugih držav,29
2013,Finska,25-54,moški,domači,83
2013,Finska,25-54,moški,iz EU,55
2013,Finska,25-54,moški,iz drugih držav,27
2014,Finska,25-54,moški,domači,85
2014,Finska,25-54,moški,iz EU,57
2014,Finska,25-54,moški,iz drugih držav,31
2015,Finska,25-54,moški,domači,83
2015,Finska,25-54,moški,iz EU,57
2015,Finska,25-54,moški,iz drugih držav,36
2016,Finska,25-54,moški,domači,83
2016,Finska,25-54,moški,iz EU,61
2016,Finska,25-54,moški,iz drugih držav,36
2017,Finska,25-54,moški,domači,83
2017,Finska,25-54,moški,iz EU,64
2017,Finska,25-54,moški,iz drugih držav,39
2018,Finska,25-54,moški,domači,78
2018,Finska,25-54,moški,iz EU,58
2018,Finska,25-54,moški,iz drugih držav,38
2019,Finska,25-54,moški,domači,78
2019,Finska,25-54,moški,iz EU,59
2019,Finska,25-54,moški,iz drugih držav,39
2010,Finska,25-54,ženske,domači,93
2010,Finska,25-54,ženske,iz EU,32
2010,Finska,25-54,ženske,iz drugih držav,14
2011,Finska,25-54,ženske,domači,89
2011,Finska,25-54,ženske,iz EU,44
2011,Finska,25-54,ženske,iz drugih držav,16
2012,Finska,25-54,ženske,domači,91
2012,Finska,25-54,ženske,iz EU,45
2012,Finska,25-54,ženske,iz drugih držav,17
2013,Finska,25-54,ženske,domači,85
2013,Finska,25-54,ženske,iz EU,53
2013,Finska,25-54,ženske,iz drugih držav,18
2014,Finska,25-54,ženske,domači,90
2014,Finska,25-54,ženske,iz EU,56
2014,Finska,25-54,ženske,iz drugih držav,22
2015,Finska,25-54,ženske,domači,87
2015,Finska,25-54,ženske,iz EU,51
2015,Finska,25-54,ženske,iz drugih držav,22
2016,Finska,25-54,ženske,domači,85
2016,Finska,25-54,ženske,iz EU,48
2016,Finska,25-54,ženske,iz drugih držav,26
2017,Finska,25-54,ženske,domači,84
2017,Finska,25-54,ženske,iz EU,52
2017,Finska,25-54,ženske,iz drugih držav,26
2018,Finska,25-54,ženske,domači,81
2018,Finska,25-54,ženske,iz EU,54
2018,Finska,25-54,ženske,iz drugih držav,26
2019,Finska,25-54,ženske,domači,86
2019,Finska,25-54,ženske,iz EU,52
2019,Finska,25-54,ženske,iz drugih držav,22
2010,Finska,55-74,moški,domači,87
2010,Finska,55-74,moški,iz EU,29
2010,Finska,55-74,moški,iz drugih držav,15
2011,Finska,55-74,moški,domači,82
2011,Finska,55-74,moški,iz EU,34
2011,Finska,55-74,moški,iz drugih držav,12
2012,Finska,55-74,moški,domači,90
2012,Finska,55-74,moški,iz EU,32
2012,Finska,55-74,moški,iz drugih držav,19
2013,Finska,55-74,moški,domači,82
2013,Finska,55-74,moški,iz EU,34
2013,Finska,55-74,moški,iz drugih držav,21
2014,Finska,55-74,moški,domači,79
2014,Finska,55-74,moški,iz EU,38
2014,Finska,55-74,moški,iz drugih držav,21
2015,Finska,55-74,moški,domači,79
2015,Finska,55-74,moški,iz EU,42
2015,Finska,55-74,moški,iz drugih držav,19
2016,Finska,55-74,moški,domači,80
2016,Finska,55-74,moški,iz EU,36
2016,Finska,55-74,moški,iz drugih držav,19
2017,Finska,55-74,moški,domači,80
2017,Finska,55-74,moški,iz EU,32
2017,Finska,55-74,moški,iz drugih držav,15
2018,Finska,55-74,moški,domači,75
2018,Finska,55-74,moški,iz EU,36
2018,Finska,55-74,moški,iz drugih držav,16
2019,Finska,55-74,moški,domači,77
2019,Finska,55-74,moški,iz EU,36
2019,Finska,55-74,moški,iz drugih držav,22
2010,Finska,55-74,ženske,domači,89
2010,Finska,55-74,ženske,iz EU,20
2010,Finska,55-74,ženske,iz drugih držav,11
2011,Finska,55-74,ženske,domači,86
2011,Finska,55-74,ženske,iz EU,24
2011,Finska,55-74,ženske,iz drugih držav,5
2012,Finska,55-74,ženske,domači,89
2012,Finska,55-74,ženske,iz EU,24
2012,Finska,55-74,ženske,iz drugih držav,6
2013,Finska,55-74,ženske,domači,75
2013,Finska,55-74,ženske,iz EU,30
2013,Finska,55-74,ženske,iz drugih držav,10
2014,Finska,55-74,ženske,domači,84
2014,Finska,55-74,ženske,iz EU,30
2014,Finska,55-74,ženske,iz drugih držav,12
2015,Finska,55-74,ženske,domači,76
2015,Finska,55-74,ženske,iz EU,32
2015,Finska,55-74,ženske,iz drugih držav,9
2016,Finska,55-74,ženske,domači,84
2016,Finska,55-74,ženske,iz EU,30
2016,Finska,55-74,ženske,iz drugih držav,10
2017,Finska,55-74,ženske,domači,84
2017,Finska,55-74,ženske,iz EU,28
2017,Finska,55-74,ženske,iz drugih držav,11
2018,Finska,55-74,ženske,domači,80
2018,Finska,55-74,ženske,iz EU,32
2018,Finska,55-74,ženske,iz drugih držav,12
2019,Finska,55-74,ženske,domači,76
2019,Finska,55-74,ženske,iz EU,31
2019,Finska,55-74,ženske,iz drugih držav,13
2010,Švedska,skupaj,skupaj,domači,95
2010,Švedska,skupaj,skupaj,iz EU,19
2010,Švedska,skupaj,skupaj,iz drugih držav,13
2011,Švedska,skupaj,skupaj,domači,93
2011,Švedska,skupaj,skupaj,iz EU,23
2011,Švedska,skupaj,skupaj,iz drugih držav,14
2012,Švedska,skupaj,skupaj,domači,94
2012,Švedska,skupaj,skupaj,iz EU,26
2012,Švedska,skupaj,skupaj,iz drugih držav,17
2013,Švedska,skupaj,skupaj,domači,93
2013,Švedska,skupaj,skupaj,iz EU,32
2013,Švedska,skupaj,skupaj,iz drugih držav,22
2014,Švedska,skupaj,skupaj,domači,91
2014,Švedska,skupaj,skupaj,iz EU,30
2014,Švedska,skupaj,skupaj,iz drugih držav,22
2015,Švedska,skupaj,skupaj,domači,91
2015,Švedska,skupaj,skupaj,iz EU,35
2015,Švedska,skupaj,skupaj,iz drugih držav,22
2016,Švedska,skupaj,skupaj,domači,91
2016,Švedska,skupaj,skupaj,iz EU,33
2016,Švedska,skupaj,skupaj,iz drugih držav,24
2017,Švedska,skupaj,skupaj,domači,89
2017,Švedska,skupaj,skupaj,iz EU,32
2017,Švedska,skupaj,skupaj,iz drugih držav,25
2018,Švedska,skupaj,skupaj,domači,89
2018,Švedska,skupaj,skupaj,iz EU,36
2018,Švedska,skupaj,skupaj,iz drugih držav,27
2019,Švedska,skupaj,skupaj,domači,93
2019,Švedska,skupaj,skupaj,iz EU,40
2019,Švedska,skupaj,skupaj,iz drugih držav,26
2010,Švedska,16-24,skupaj,domači,96
2010,Švedska,16-24,skupaj,iz EU,16
2010,Švedska,16-24,skupaj,iz drugih držav,15
2011,Švedska,16-24,skupaj,domači,93
2011,Švedska,16-24,skupaj,iz EU,18
2011,Švedska,16-24,skupaj,iz drugih držav,13
2012,Švedska,16-24,skupaj,domači,92
2012,Švedska,16-24,skupaj,iz EU,23
2012,Švedska,16-24,skupaj,iz drugih držav,23
2013,Švedska,16-24,skupaj,domači,90
2013,Švedska,16-24,skupaj,iz EU,33
2013,Švedska,16-24,skupaj,iz drugih držav,29
2014,Švedska,16-24,skupaj,domači,83
2014,Švedska,16-24,skupaj,iz EU,30
2014,Švedska,16-24,skupaj,iz drugih držav,30
2015,Švedska,16-24,skupaj,domači,91
2015,Švedska,16-24,skupaj,iz EU,36
2015,Švedska,16-24,skupaj,iz drugih držav,23
2016,Švedska,16-24,skupaj,domači,88
2016,Švedska,16-24,skupaj,iz EU,33
2016,Švedska,16-24,skupaj,iz drugih držav,24
2017,Švedska,16-24,skupaj,domači,83
2017,Švedska,16-24,skupaj,iz EU,28
2017,Švedska,16-24,skupaj,iz drugih držav,29
2018,Švedska,16-24,skupaj,domači,85
2018,Švedska,16-24,skupaj,iz EU,NA
2018,Švedska,16-24,skupaj,iz drugih držav,26
2019,Švedska,16-24,skupaj,domači,89
2019,Švedska,16-24,skupaj,iz EU,39
2019,Švedska,16-24,skupaj,iz drugih držav,35
2010,Švedska,25-54,skupaj,domači,95
2010,Švedska,25-54,skupaj,iz EU,21
2010,Švedska,25-54,skupaj,iz drugih držav,14
2011,Švedska,25-54,skupaj,domači,92
2011,Švedska,25-54,skupaj,iz EU,26
2011,Švedska,25-54,skupaj,iz drugih držav,16
2012,Švedska,25-54,skupaj,domači,96
2012,Švedska,25-54,skupaj,iz EU,28
2012,Švedska,25-54,skupaj,iz drugih držav,18
2013,Švedska,25-54,skupaj,domači,94
2013,Švedska,25-54,skupaj,iz EU,35
2013,Švedska,25-54,skupaj,iz drugih držav,23
2014,Švedska,25-54,skupaj,domači,92
2014,Švedska,25-54,skupaj,iz EU,34
2014,Švedska,25-54,skupaj,iz drugih držav,23
2015,Švedska,25-54,skupaj,domači,91
2015,Švedska,25-54,skupaj,iz EU,36
2015,Švedska,25-54,skupaj,iz drugih držav,24
2016,Švedska,25-54,skupaj,domači,91
2016,Švedska,25-54,skupaj,iz EU,39
2016,Švedska,25-54,skupaj,iz drugih držav,29
2017,Švedska,25-54,skupaj,domači,90
2017,Švedska,25-54,skupaj,iz EU,37
2017,Švedska,25-54,skupaj,iz drugih držav,30
2018,Švedska,25-54,skupaj,domači,88
2018,Švedska,25-54,skupaj,iz EU,39
2018,Švedska,25-54,skupaj,iz drugih držav,32
2019,Švedska,25-54,skupaj,domači,93
2019,Švedska,25-54,skupaj,iz EU,45
2019,Švedska,25-54,skupaj,iz drugih držav,28
2010,Švedska,55-74,skupaj,domači,95
2010,Švedska,55-74,skupaj,iz EU,16
2010,Švedska,55-74,skupaj,iz drugih držav,9
2011,Švedska,55-74,skupaj,domači,96
2011,Švedska,55-74,skupaj,iz EU,21
2011,Švedska,55-74,skupaj,iz drugih držav,9
2012,Švedska,55-74,skupaj,domači,92
2012,Švedska,55-74,skupaj,iz EU,20
2012,Švedska,55-74,skupaj,iz drugih držav,10
2013,Švedska,55-74,skupaj,domači,93
2013,Švedska,55-74,skupaj,iz EU,24
2013,Švedska,55-74,skupaj,iz drugih držav,12
2014,Švedska,55-74,skupaj,domači,92
2014,Švedska,55-74,skupaj,iz EU,20
2014,Švedska,55-74,skupaj,iz drugih držav,12
2015,Švedska,55-74,skupaj,domači,93
2015,Švedska,55-74,skupaj,iz EU,29
2015,Švedska,55-74,skupaj,iz drugih držav,13
2016,Švedska,55-74,skupaj,domači,93
2016,Švedska,55-74,skupaj,iz EU,20
2016,Švedska,55-74,skupaj,iz drugih držav,11
2017,Švedska,55-74,skupaj,domači,88
2017,Švedska,55-74,skupaj,iz EU,22
2017,Švedska,55-74,skupaj,iz drugih držav,13
2018,Švedska,55-74,skupaj,domači,92
2018,Švedska,55-74,skupaj,iz EU,27
2018,Švedska,55-74,skupaj,iz drugih držav,18
2019,Švedska,55-74,skupaj,domači,94
2019,Švedska,55-74,skupaj,iz EU,30
2019,Švedska,55-74,skupaj,iz drugih držav,13
2010,Švedska,16-24,moški,domači,94
2010,Švedska,16-24,moški,iz EU,23
2010,Švedska,16-24,moški,iz drugih držav,22
2011,Švedska,16-24,moški,domači,92
2011,Švedska,16-24,moški,iz EU,24
2011,Švedska,16-24,moški,iz drugih držav,17
2012,Švedska,16-24,moški,domači,88
2012,Švedska,16-24,moški,iz EU,25
2012,Švedska,16-24,moški,iz drugih držav,31
2013,Švedska,16-24,moški,domači,86
2013,Švedska,16-24,moški,iz EU,39
2013,Švedska,16-24,moški,iz drugih držav,37
2014,Švedska,16-24,moški,domači,81
2014,Švedska,16-24,moški,iz EU,37
2014,Švedska,16-24,moški,iz drugih držav,36
2015,Švedska,16-24,moški,domači,92
2015,Švedska,16-24,moški,iz EU,39
2015,Švedska,16-24,moški,iz drugih držav,28
2016,Švedska,16-24,moški,domači,88
2016,Švedska,16-24,moški,iz EU,32
2016,Švedska,16-24,moški,iz drugih držav,24
2017,Švedska,16-24,moški,domači,82
2017,Švedska,16-24,moški,iz EU,25
2017,Švedska,16-24,moški,iz drugih držav,28
2018,Švedska,16-24,moški,domači,83
2018,Švedska,16-24,moški,iz EU,39
2018,Švedska,16-24,moški,iz drugih držav,28
2019,Švedska,16-24,moški,domači,89
2019,Švedska,16-24,moški,iz EU,48
2019,Švedska,16-24,moški,iz drugih držav,48
2010,Švedska,16-24,ženske,domači,97
2010,Švedska,16-24,ženske,iz EU,9
2010,Švedska,16-24,ženske,iz drugih držav,7
2011,Švedska,16-24,ženske,domači,96
