leto,drzava,starostna skupina,spol,zadnji e-nakup,odstotek
2017,Francija,skupaj,skupaj,med 3. in 7. meseci,13
2017,Francija,16-24,skupaj,med 3. in 7. meseci,15
2017,Francija,25-54,skupaj,med 3. in 7. meseci,13
2017,Francija,55-74,skupaj,med 3. in 7. meseci,11
2017,Francija,16-24,moški,med 3. in 7. meseci,18
2017,Francija,16-24,ženske,med 3. in 7. meseci,13
2017,Francija,25-54,moški,med 3. in 7. meseci,15
2017,Francija,25-54,ženske,med 3. in 7. meseci,12
2017,Francija,55-74,moški,med 3. in 7. meseci,10
2017,Francija,55-74,ženske,med 3. in 7. meseci,11
2017,Hrvaška,skupaj,skupaj,med 3. in 7. meseci,8
2017,Hrvaška,16-24,skupaj,med 3. in 7. meseci,15
2017,Hrvaška,25-54,skupaj,med 3. in 7. meseci,11
2017,Hrvaška,55-74,skupaj,med 3. in 7. meseci,2
2017,Hrvaška,16-24,moški,med 3. in 7. meseci,9
2017,Hrvaška,16-24,ženske,med 3. in 7. meseci,21
2017,Hrvaška,25-54,moški,med 3. in 7. meseci,10
2017,Hrvaška,25-54,ženske,med 3. in 7. meseci,12
2017,Hrvaška,55-74,moški,med 3. in 7. meseci,3
2017,Hrvaška,55-74,ženske,med 3. in 7. meseci,2
2017,Italija,skupaj,skupaj,med 3. in 7. meseci,9
2017,Italija,16-24,skupaj,med 3. in 7. meseci,14
2017,Italija,25-54,skupaj,med 3. in 7. meseci,10
2017,Italija,55-74,skupaj,med 3. in 7. meseci,5
2017,Italija,16-24,moški,med 3. in 7. meseci,13
2017,Italija,16-24,ženske,med 3. in 7. meseci,14
2017,Italija,25-54,moški,med 3. in 7. meseci,11
2017,Italija,25-54,ženske,med 3. in 7. meseci,10
2017,Italija,55-74,moški,med 3. in 7. meseci,7
2017,Italija,55-74,ženske,med 3. in 7. meseci,4
2017,Ciper,skupaj,skupaj,med 3. in 7. meseci,7
2017,Ciper,16-24,skupaj,med 3. in 7. meseci,12
2017,Ciper,25-54,skupaj,med 3. in 7. meseci,9
2017,Ciper,55-74,skupaj,med 3. in 7. meseci,3
2017,Ciper,16-24,moški,med 3. in 7. meseci,11
2017,Ciper,16-24,ženske,med 3. in 7. meseci,12
2017,Ciper,25-54,moški,med 3. in 7. meseci,9
2017,Ciper,25-54,ženske,med 3. in 7. meseci,8
2017,Ciper,55-74,moški,med 3. in 7. meseci,3
2017,Ciper,55-74,ženske,med 3. in 7. meseci,3
2017,Latvija,skupaj,skupaj,med 3. in 7. meseci,12
2017,Latvija,16-24,skupaj,med 3. in 7. meseci,19
2017,Latvija,25-54,skupaj,med 3. in 7. meseci,15
2017,Latvija,55-74,skupaj,med 3. in 7. meseci,6
2017,Latvija,16-24,moški,med 3. in 7. meseci,20
2017,Latvija,16-24,ženske,med 3. in 7. meseci,17
2017,Latvija,25-54,moški,med 3. in 7. meseci,15
2017,Latvija,25-54,ženske,med 3. in 7. meseci,15
2017,Latvija,55-74,moški,med 3. in 7. meseci,7
2017,Latvija,55-74,ženske,med 3. in 7. meseci,6
2017,Litva,skupaj,skupaj,med 3. in 7. meseci,9
2017,Litva,16-24,skupaj,med 3. in 7. meseci,14
2017,Litva,25-54,skupaj,med 3. in 7. meseci,10
2017,Litva,55-74,skupaj,med 3. in 7. meseci,4
2017,Litva,16-24,moški,med 3. in 7. meseci,16
2017,Litva,16-24,ženske,med 3. in 7. meseci,12
2017,Litva,25-54,moški,med 3. in 7. meseci,9
2017,Litva,25-54,ženske,med 3. in 7. meseci,11
2017,Litva,55-74,moški,med 3. in 7. meseci,5
2017,Litva,55-74,ženske,med 3. in 7. meseci,4
2017,Luksemburg,skupaj,skupaj,med 3. in 7. meseci,11
2017,Luksemburg,16-24,skupaj,med 3. in 7. meseci,17
2017,Luksemburg,25-54,skupaj,med 3. in 7. meseci,9
2017,Luksemburg,55-74,skupaj,med 3. in 7. meseci,10
2017,Luksemburg,16-24,moški,med 3. in 7. meseci,15
2017,Luksemburg,16-24,ženske,med 3. in 7. meseci,18
2017,Luksemburg,25-54,moški,med 3. in 7. meseci,9
2017,Luksemburg,25-54,ženske,med 3. in 7. meseci,10
2017,Luksemburg,55-74,moški,med 3. in 7. meseci,7
2017,Luksemburg,55-74,ženske,med 3. in 7. meseci,13
2017,Madžarska,skupaj,skupaj,med 3. in 7. meseci,12
2017,Madžarska,16-24,skupaj,med 3. in 7. meseci,19
2017,Madžarska,25-54,skupaj,med 3. in 7. meseci,15
2017,Madžarska,55-74,skupaj,med 3. in 7. meseci,5
2017,Madžarska,16-24,moški,med 3. in 7. meseci,19
2017,Madžarska,16-24,ženske,med 3. in 7. meseci,20
2017,Madžarska,25-54,moški,med 3. in 7. meseci,16
2017,Madžarska,25-54,ženske,med 3. in 7. meseci,15
2017,Madžarska,55-74,moški,med 3. in 7. meseci,5
2017,Madžarska,55-74,ženske,med 3. in 7. meseci,4
2017,Malta,skupaj,skupaj,med 3. in 7. meseci,9
2017,Malta,16-24,skupaj,med 3. in 7. meseci,11
2017,Malta,25-54,skupaj,med 3. in 7. meseci,12
2017,Malta,55-74,skupaj,med 3. in 7. meseci,3
2017,Malta,16-24,moški,med 3. in 7. meseci,12
2017,Malta,16-24,ženske,med 3. in 7. meseci,10
2017,Malta,25-54,moški,med 3. in 7. meseci,12
2017,Malta,25-54,ženske,med 3. in 7. meseci,12
2017,Malta,55-74,moški,med 3. in 7. meseci,4
2017,Malta,55-74,ženske,med 3. in 7. meseci,3
2017,Nizozemska,skupaj,skupaj,med 3. in 7. meseci,11
2017,Nizozemska,16-24,skupaj,med 3. in 7. meseci,14
2017,Nizozemska,25-54,skupaj,med 3. in 7. meseci,9
2017,Nizozemska,55-74,skupaj,med 3. in 7. meseci,12
2017,Nizozemska,16-24,moški,med 3. in 7. meseci,11
2017,Nizozemska,16-24,ženske,med 3. in 7. meseci,17
2017,Nizozemska,25-54,moški,med 3. in 7. meseci,9
2017,Nizozemska,25-54,ženske,med 3. in 7. meseci,9
2017,Nizozemska,55-74,moški,med 3. in 7. meseci,12
2017,Nizozemska,55-74,ženske,med 3. in 7. meseci,12
2017,Avstrija,skupaj,skupaj,med 3. in 7. meseci,8
2017,Avstrija,16-24,skupaj,med 3. in 7. meseci,13
2017,Avstrija,25-54,skupaj,med 3. in 7. meseci,8
2017,Avstrija,55-74,skupaj,med 3. in 7. meseci,7
2017,Avstrija,16-24,moški,med 3. in 7. meseci,13
2017,Avstrija,16-24,ženske,med 3. in 7. meseci,14
2017,Avstrija,25-54,moški,med 3. in 7. meseci,7
2017,Avstrija,25-54,ženske,med 3. in 7. meseci,9
2017,Avstrija,55-74,moški,med 3. in 7. meseci,7
2017,Avstrija,55-74,ženske,med 3. in 7. meseci,6
2017,Poljska,skupaj,skupaj,med 3. in 7. meseci,12
2017,Poljska,16-24,skupaj,med 3. in 7. meseci,18
2017,Poljska,25-54,skupaj,med 3. in 7. meseci,14
2017,Poljska,55-74,skupaj,med 3. in 7. meseci,5
2017,Poljska,16-24,moški,med 3. in 7. meseci,19
2017,Poljska,16-24,ženske,med 3. in 7. meseci,18
2017,Poljska,25-54,moški,med 3. in 7. meseci,14
2017,Poljska,25-54,ženske,med 3. in 7. meseci,14
2017,Poljska,55-74,moški,med 3. in 7. meseci,6
2017,Poljska,55-74,ženske,med 3. in 7. meseci,5
2017,Portugalska,skupaj,skupaj,med 3. in 7. meseci,9
2017,Portugalska,16-24,skupaj,med 3. in 7. meseci,15
2017,Portugalska,25-54,skupaj,med 3. in 7. meseci,10
2017,Portugalska,55-74,skupaj,med 3. in 7. meseci,3
2017,Portugalska,16-24,moški,med 3. in 7. meseci,19
2017,Portugalska,16-24,ženske,med 3. in 7. meseci,12
2017,Portugalska,25-54,moški,med 3. in 7. meseci,10
2017,Portugalska,25-54,ženske,med 3. in 7. meseci,11
2017,Portugalska,55-74,moški,med 3. in 7. meseci,4
2017,Portugalska,55-74,ženske,med 3. in 7. meseci,2
2017,Romunija,skupaj,skupaj,med 3. in 7. meseci,5
2017,Romunija,16-24,skupaj,med 3. in 7. meseci,9
2017,Romunija,25-54,skupaj,med 3. in 7. meseci,6
2017,Romunija,55-74,skupaj,med 3. in 7. meseci,2
2017,Romunija,16-24,moški,med 3. in 7. meseci,9
2017,Romunija,16-24,ženske,med 3. in 7. meseci,8
2017,Romunija,25-54,moški,med 3. in 7. meseci,7
2017,Romunija,25-54,ženske,med 3. in 7. meseci,6
2017,Romunija,55-74,moški,med 3. in 7. meseci,2
2017,Romunija,55-74,ženske,med 3. in 7. meseci,1
2017,Slovenija,skupaj,skupaj,med 3. in 7. meseci,11
2017,Slovenija,16-24,skupaj,med 3. in 7. meseci,16
2017,Slovenija,25-54,skupaj,med 3. in 7. meseci,13
2017,Slovenija,55-74,skupaj,med 3. in 7. meseci,6
2017,Slovenija,16-24,moški,med 3. in 7. meseci,18
2017,Slovenija,16-24,ženske,med 3. in 7. meseci,14
2017,Slovenija,25-54,moški,med 3. in 7. meseci,12
2017,Slovenija,25-54,ženske,med 3. in 7. meseci,14
2017,Slovenija,55-74,moški,med 3. in 7. meseci,7
2017,Slovenija,55-74,ženske,med 3. in 7. meseci,6
2017,Slovaška,skupaj,skupaj,med 3. in 7. meseci,12
2017,Slovaška,16-24,skupaj,med 3. in 7. meseci,16
2017,Slovaška,25-54,skupaj,med 3. in 7. meseci,14
2017,Slovaška,55-74,skupaj,med 3. in 7. meseci,7
2017,Slovaška,16-24,moški,med 3. in 7. meseci,19
2017,Slovaška,16-24,ženske,med 3. in 7. meseci,14
2017,Slovaška,25-54,moški,med 3. in 7. meseci,14
2017,Slovaška,25-54,ženske,med 3. in 7. meseci,14
2017,Slovaška,55-74,moški,med 3. in 7. meseci,7
2017,Slovaška,55-74,ženske,med 3. in 7. meseci,7
2017,Finska,skupaj,skupaj,med 3. in 7. meseci,13
2017,Finska,16-24,skupaj,med 3. in 7. meseci,15
2017,Finska,25-54,skupaj,med 3. in 7. meseci,14
2017,Finska,55-74,skupaj,med 3. in 7. meseci,12
2017,Finska,16-24,moški,med 3. in 7. meseci,13
2017,Finska,16-24,ženske,med 3. in 7. meseci,16
2017,Finska,25-54,moški,med 3. in 7. meseci,15
2017,Finska,25-54,ženske,med 3. in 7. meseci,13
2017,Finska,55-74,moški,med 3. in 7. meseci,12
2017,Finska,55-74,ženske,med 3. in 7. meseci,13
2017,Švedska,skupaj,skupaj,med 3. in 7. meseci,14
2017,Švedska,16-24,skupaj,med 3. in 7. meseci,15
2017,Švedska,25-54,skupaj,med 3. in 7. meseci,12
2017,Švedska,55-74,skupaj,med 3. in 7. meseci,16
2017,Švedska,16-24,moški,med 3. in 7. meseci,13
2017,Švedska,16-24,ženske,med 3. in 7. meseci,17
2017,Švedska,25-54,moški,med 3. in 7. meseci,12
2017,Švedska,25-54,ženske,med 3. in 7. meseci,11
2017,Švedska,55-74,moški,med 3. in 7. meseci,15
2017,Švedska,55-74,ženske,med 3. in 7. meseci,18
2017,EU28,skupaj,skupaj,v zadnjih 12. mesecih,57
2017,EU28,16-24,skupaj,v zadnjih 12. mesecih,70
2017,EU28,25-54,skupaj,v zadnjih 12. mesecih,66
2017,EU28,55-74,skupaj,v zadnjih 12. mesecih,37
2017,EU28,16-24,moški,v zadnjih 12. mesecih,71
2017,EU28,16-24,ženske,v zadnjih 12. mesecih,69
2017,EU28,25-54,moški,v zadnjih 12. mesecih,67
2017,EU28,25-54,ženske,v zadnjih 12. mesecih,66
2017,EU28,55-74,moški,v zadnjih 12. mesecih,41
2017,EU28,55-74,ženske,v zadnjih 12. mesecih,32
2017,Belgija,skupaj,skupaj,v zadnjih 12. mesecih,60
2017,Belgija,16-24,skupaj,v zadnjih 12. mesecih,70
2017,Belgija,25-54,skupaj,v zadnjih 12. mesecih,69
2017,Belgija,55-74,skupaj,v zadnjih 12. mesecih,38
2017,Belgija,16-24,moški,v zadnjih 12. mesecih,65
2017,Belgija,16-24,ženske,v zadnjih 12. mesecih,74
2017,Belgija,25-54,moški,v zadnjih 12. mesecih,69
2017,Belgija,25-54,ženske,v zadnjih 12. mesecih,70
2017,Belgija,55-74,moški,v zadnjih 12. mesecih,43
2017,Belgija,55-74,ženske,v zadnjih 12. mesecih,33
2017,Bolgarija,skupaj,skupaj,v zadnjih 12. mesecih,18
2017,Bolgarija,16-24,skupaj,v zadnjih 12. mesecih,31
2017,Bolgarija,25-54,skupaj,v zadnjih 12. mesecih,24
2017,Bolgarija,55-74,skupaj,v zadnjih 12. mesecih,4
2017,Bolgarija,16-24,moški,v zadnjih 12. mesecih,28
2017,Bolgarija,16-24,ženske,v zadnjih 12. mesecih,34
2017,Bolgarija,25-54,moški,v zadnjih 12. mesecih,22
2017,Bolgarija,25-54,ženske,v zadnjih 12. mesecih,26
2017,Bolgarija,55-74,moški,v zadnjih 12. mesecih,3
2017,Bolgarija,55-74,ženske,v zadnjih 12. mesecih,4
2017,Češka,skupaj,skupaj,v zadnjih 12. mesecih,56
2017,Češka,16-24,skupaj,v zadnjih 12. mesecih,68
2017,Češka,25-54,skupaj,v zadnjih 12. mesecih,68
2017,Češka,55-74,skupaj,v zadnjih 12. mesecih,29
2017,Češka,16-24,moški,v zadnjih 12. mesecih,66
2017,Češka,16-24,ženske,v zadnjih 12. mesecih,71
2017,Češka,25-54,moški,v zadnjih 12. mesecih,67
2017,Češka,25-54,ženske,v zadnjih 12. mesecih,69
2017,Češka,55-74,moški,v zadnjih 12. mesecih,31
2017,Češka,55-74,ženske,v zadnjih 12. mesecih,26
2017,Danska,skupaj,skupaj,v zadnjih 12. mesecih,80
2017,Danska,16-24,skupaj,v zadnjih 12. mesecih,85
2017,Danska,25-54,skupaj,v zadnjih 12. mesecih,87
2017,Danska,55-74,skupaj,v zadnjih 12. mesecih,66
2017,Danska,16-24,moški,v zadnjih 12. mesecih,85
2017,Danska,16-24,ženske,v zadnjih 12. mesecih,85
2017,Danska,25-54,moški,v zadnjih 12. mesecih,86
2017,Danska,25-54,ženske,v zadnjih 12. mesecih,88
2017,Danska,55-74,moški,v zadnjih 12. mesecih,66
2017,Danska,55-74,ženske,v zadnjih 12. mesecih,66
2017,Nemčija,skupaj,skupaj,v zadnjih 12. mesecih,75
2017,Nemčija,16-24,skupaj,v zadnjih 12. mesecih,78
2017,Nemčija,25-54,skupaj,v zadnjih 12. mesecih,86
2017,Nemčija,55-74,skupaj,v zadnjih 12. mesecih,54
2017,Nemčija,16-24,moški,v zadnjih 12. mesecih,80
2017,Nemčija,16-24,ženske,v zadnjih 12. mesecih,76
2017,Nemčija,25-54,moški,v zadnjih 12. mesecih,85
2017,Nemčija,25-54,ženske,v zadnjih 12. mesecih,87
2017,Nemčija,55-74,moški,v zadnjih 12. mesecih,58
2017,Nemčija,55-74,ženske,v zadnjih 12. mesecih,50
2017,Estonija,skupaj,skupaj,v zadnjih 12. mesecih,58
2017,Estonija,16-24,skupaj,v zadnjih 12. mesecih,75
2017,Estonija,25-54,skupaj,v zadnjih 12. mesecih,71
2017,Estonija,55-74,skupaj,v zadnjih 12. mesecih,28
2017,Estonija,16-24,moški,v zadnjih 12. mesecih,76
2017,Estonija,16-24,ženske,v zadnjih 12. mesecih,74
2017,Estonija,25-54,moški,v zadnjih 12. mesecih,66
2017,Estonija,25-54,ženske,v zadnjih 12. mesecih,76
2017,Estonija,55-74,moški,v zadnjih 12. mesecih,25
2017,Estonija,55-74,ženske,v zadnjih 12. mesecih,29
2017,Irska,skupaj,skupaj,v zadnjih 12. mesecih,53
2017,Irska,16-24,skupaj,v zadnjih 12. mesecih,74
2017,Irska,25-54,skupaj,v zadnjih 12. mesecih,62
2017,Irska,55-74,skupaj,v zadnjih 12. mesecih,29
2017,Irska,16-24,moški,v zadnjih 12. mesecih,72
2017,Irska,16-24,ženske,v zadnjih 12. mesecih,76
2017,Irska,25-54,moški,v zadnjih 12. mesecih,60
2017,Irska,25-54,ženske,v zadnjih 12. mesecih,63
2017,Irska,55-74,moški,v zadnjih 12. mesecih,29
2017,Irska,55-74,ženske,v zadnjih 12. mesecih,28
2017,Grčija,skupaj,skupaj,v zadnjih 12. mesecih,32
2017,Grčija,16-24,skupaj,v zadnjih 12. mesecih,51
2017,Grčija,25-54,skupaj,v zadnjih 12. mesecih,41
2017,Grčija,55-74,skupaj,v zadnjih 12. mesecih,10
2017,Grčija,16-24,moški,v zadnjih 12. mesecih,52
2017,Grčija,16-24,ženske,v zadnjih 12. mesecih,49
2017,Grčija,25-54,moški,v zadnjih 12. mesecih,42
2017,Grčija,25-54,ženske,v zadnjih 12. mesecih,40
2017,Grčija,55-74,moški,v zadnjih 12. mesecih,12
2017,Grčija,55-74,ženske,v zadnjih 12. mesecih,8
2017,Španija,skupaj,skupaj,v zadnjih 12. mesecih,50
2017,Španija,16-24,skupaj,v zadnjih 12. mesecih,64
2017,Španija,25-54,skupaj,v zadnjih 12. mesecih,60
2017,Španija,55-74,skupaj,v zadnjih 12. mesecih,24
2017,Španija,16-24,moški,v zadnjih 12. mesecih,68
2017,Španija,16-24,ženske,v zadnjih 12. mesecih,61
2017,Španija,25-54,moški,v zadnjih 12. mesecih,61
2017,Španija,25-54,ženske,v zadnjih 12. mesecih,59
2017,Španija,55-74,moški,v zadnjih 12. mesecih,30
2017,Španija,55-74,ženske,v zadnjih 12. mesecih,19
2017,Francija,skupaj,skupaj,v zadnjih 12. mesecih,67
2017,Francija,16-24,skupaj,v zadnjih 12. mesecih,78
2017,Francija,25-54,skupaj,v zadnjih 12. mesecih,77
2017,Francija,55-74,skupaj,v zadnjih 12. mesecih,45
2017,Francija,16-24,moški,v zadnjih 12. mesecih,81
2017,Francija,16-24,ženske,v zadnjih 12. mesecih,75
2017,Francija,25-54,moški,v zadnjih 12. mesecih,76
2017,Francija,25-54,ženske,v zadnjih 12. mesecih,77
2017,Francija,55-74,moški,v zadnjih 12. mesecih,47
2017,Francija,55-74,ženske,v zadnjih 12. mesecih,43
2017,Hrvaška,skupaj,skupaj,v zadnjih 12. mesecih,29
2017,Hrvaška,16-24,skupaj,v zadnjih 12. mesecih,57
2017,Hrvaška,25-54,skupaj,v zadnjih 12. mesecih,39
2017,Hrvaška,55-74,skupaj,v zadnjih 12. mesecih,9
2017,Hrvaška,16-24,moški,v zadnjih 12. mesecih,62
2017,Hrvaška,16-24,ženske,v zadnjih 12. mesecih,50
2017,Hrvaška,25-54,moški,v zadnjih 12. mesecih,41
2017,Hrvaška,25-54,ženske,v zadnjih 12. mesecih,36
2017,Hrvaška,55-74,moški,v zadnjih 12. mesecih,12
2017,Hrvaška,55-74,ženske,v zadnjih 12. mesecih,6
2017,Italija,skupaj,skupaj,v zadnjih 12. mesecih,32
2017,Italija,16-24,skupaj,v zadnjih 12. mesecih,47
2017,Italija,25-54,skupaj,v zadnjih 12. mesecih,39
2017,Italija,55-74,skupaj,v zadnjih 12. mesecih,15
2017,Italija,16-24,moški,v zadnjih 12. mesecih,48
2017,Italija,16-24,ženske,v zadnjih 12. mesecih,47
2017,Italija,25-54,moški,v zadnjih 12. mesecih,42
2017,Italija,25-54,ženske,v zadnjih 12. mesecih,35
2017,Italija,55-74,moški,v zadnjih 12. mesecih,21
2017,Italija,55-74,ženske,v zadnjih 12. mesecih,10
2017,Ciper,skupaj,skupaj,v zadnjih 12. mesecih,32
2017,Ciper,16-24,skupaj,v zadnjih 12. mesecih,42
2017,Ciper,25-54,skupaj,v zadnjih 12. mesecih,39
2017,Ciper,55-74,skupaj,v zadnjih 12. mesecih,11
2017,Ciper,16-24,moški,v zadnjih 12. mesecih,39
2017,Ciper,16-24,ženske,v zadnjih 12. mesecih,45
2017,Ciper,25-54,moški,v zadnjih 12. mesecih,41
2017,Ciper,25-54,ženske,v zadnjih 12. mesecih,37
2017,Ciper,55-74,moški,v zadnjih 12. mesecih,15
2017,Ciper,55-74,ženske,v zadnjih 12. mesecih,9
2017,Latvija,skupaj,skupaj,v zadnjih 12. mesecih,46
2017,Latvija,16-24,skupaj,v zadnjih 12. mesecih,65
2017,Latvija,25-54,skupaj,v zadnjih 12. mesecih,58
2017,Latvija,55-74,skupaj,v zadnjih 12. mesecih,17
2017,Latvija,16-24,moški,v zadnjih 12. mesecih,61
2017,Latvija,16-24,ženske,v zadnjih 12. mesecih,69
2017,Latvija,25-54,moški,v zadnjih 12. mesecih,54
2017,Latvija,25-54,ženske,v zadnjih 12. mesecih,62
2017,Latvija,55-74,moški,v zadnjih 12. mesecih,17
2017,Latvija,55-74,ženske,v zadnjih 12. mesecih,17
2017,Litva,skupaj,skupaj,v zadnjih 12. mesecih,38
2017,Litva,16-24,skupaj,v zadnjih 12. mesecih,58
2017,Litva,25-54,skupaj,v zadnjih 12. mesecih,49
2017,Litva,55-74,skupaj,v zadnjih 12. mesecih,12
2017,Litva,16-24,moški,v zadnjih 12. mesecih,55
2017,Litva,16-24,ženske,v zadnjih 12. mesecih,60
2017,Litva,25-54,moški,v zadnjih 12. mesecih,44
2017,Litva,25-54,ženske,v zadnjih 12. mesecih,53
2017,Litva,55-74,moški,v zadnjih 12. mesecih,10
2017,Litva,55-74,ženske,v zadnjih 12. mesecih,13
2017,Luksemburg,skupaj,skupaj,v zadnjih 12. mesecih,80
2017,Luksemburg,16-24,skupaj,v zadnjih 12. mesecih,82
2017,Luksemburg,25-54,skupaj,v zadnjih 12. mesecih,86
2017,Luksemburg,55-74,skupaj,v zadnjih 12. mesecih,66
2017,Luksemburg,16-24,moški,v zadnjih 12. mesecih,84
2017,Luksemburg,16-24,ženske,v zadnjih 12. mesecih,80
2017,Luksemburg,25-54,moški,v zadnjih 12. mesecih,88
2017,Luksemburg,25-54,ženske,v zadnjih 12. mesecih,83
2017,Luksemburg,55-74,moški,v zadnjih 12. mesecih,71
2017,Luksemburg,55-74,ženske,v zadnjih 12. mesecih,61
2017,Madžarska,skupaj,skupaj,v zadnjih 12. mesecih,39
2017,Madžarska,16-24,skupaj,v zadnjih 12. mesecih,57
2017,Madžarska,25-54,skupaj,v zadnjih 12. mesecih,49
2017,Madžarska,55-74,skupaj,v zadnjih 12. mesecih,13
2017,Madžarska,16-24,moški,v zadnjih 12. mesecih,59
2017,Madžarska,16-24,ženske,v zadnjih 12. mesecih,54
2017,Madžarska,25-54,moški,v zadnjih 12. mesecih,50
2017,Madžarska,25-54,ženske,v zadnjih 12. mesecih,49
2017,Madžarska,55-74,moški,v zadnjih 12. mesecih,15
2017,Madžarska,55-74,ženske,v zadnjih 12. mesecih,12
2017,Malta,skupaj,skupaj,v zadnjih 12. mesecih,53
2017,Malta,16-24,skupaj,v zadnjih 12. mesecih,80
2017,Malta,25-54,skupaj,v zadnjih 12. mesecih,66
2017,Malta,55-74,skupaj,v zadnjih 12. mesecih,18
2017,Malta,16-24,moški,v zadnjih 12. mesecih,77
2017,Malta,16-24,ženske,v zadnjih 12. mesecih,84
2017,Malta,25-54,moški,v zadnjih 12. mesecih,63
2017,Malta,25-54,ženske,v zadnjih 12. mesecih,69
2017,Malta,55-74,moški,v zadnjih 12. mesecih,25
2017,Malta,55-74,ženske,v zadnjih 12. mesecih,12
2017,Nizozemska,skupaj,skupaj,v zadnjih 12. mesecih,79
2017,Nizozemska,16-24,skupaj,v zadnjih 12. mesecih,89
2017,Nizozemska,25-54,skupaj,v zadnjih 12. mesecih,87
2017,Nizozemska,55-74,skupaj,v zadnjih 12. mesecih,60
2017,Nizozemska,16-24,moški,v zadnjih 12. mesecih,88
2017,Nizozemska,16-24,ženske,v zadnjih 12. mesecih,90
2017,Nizozemska,25-54,moški,v zadnjih 12. mesecih,86
2017,Nizozemska,25-54,ženske,v zadnjih 12. mesecih,88
2017,Nizozemska,55-74,moški,v zadnjih 12. mesecih,67
2017,Nizozemska,55-74,ženske,v zadnjih 12. mesecih,54
2017,Avstrija,skupaj,skupaj,v zadnjih 12. mesecih,62
2017,Avstrija,16-24,skupaj,v zadnjih 12. mesecih,87
2017,Avstrija,25-54,skupaj,v zadnjih 12. mesecih,71
2017,Avstrija,55-74,skupaj,v zadnjih 12. mesecih,33
2017,Avstrija,16-24,moški,v zadnjih 12. mesecih,88
2017,Avstrija,16-24,ženske,v zadnjih 12. mesecih,85
2017,Avstrija,25-54,moški,v zadnjih 12. mesecih,73
2017,Avstrija,25-54,ženske,v zadnjih 12. mesecih,68
2017,Avstrija,55-74,moški,v zadnjih 12. mesecih,42
2017,Avstrija,55-74,ženske,v zadnjih 12. mesecih,24
2017,Poljska,skupaj,skupaj,v zadnjih 12. mesecih,45
2017,Poljska,16-24,skupaj,v zadnjih 12. mesecih,64
2017,Poljska,25-54,skupaj,v zadnjih 12. mesecih,56
2017,Poljska,55-74,skupaj,v zadnjih 12. mesecih,15
2017,Poljska,16-24,moški,v zadnjih 12. mesecih,65
2017,Poljska,16-24,ženske,v zadnjih 12. mesecih,62
2017,Poljska,25-54,moški,v zadnjih 12. mesecih,55
2017,Poljska,25-54,ženske,v zadnjih 12. mesecih,58
2017,Poljska,55-74,moški,v zadnjih 12. mesecih,17
2017,Poljska,55-74,ženske,v zadnjih 12. mesecih,14
2017,Portugalska,skupaj,skupaj,v zadnjih 12. mesecih,34
2017,Portugalska,16-24,skupaj,v zadnjih 12. mesecih,56
2017,Portugalska,25-54,skupaj,v zadnjih 12. mesecih,43
2017,Portugalska,55-74,skupaj,v zadnjih 12. mesecih,11
2017,Portugalska,16-24,moški,v zadnjih 12. mesecih,56
2017,Portugalska,16-24,ženske,v zadnjih 12. mesecih,56
2017,Portugalska,25-54,moški,v zadnjih 12. mesecih,44
2017,Portugalska,25-54,ženske,v zadnjih 12. mesecih,41
2017,Portugalska,55-74,moški,v zadnjih 12. mesecih,15
2017,Portugalska,55-74,ženske,v zadnjih 12. mesecih,8
2017,Romunija,skupaj,skupaj,v zadnjih 12. mesecih,16
2017,Romunija,16-24,skupaj,v zadnjih 12. mesecih,26
2017,Romunija,25-54,skupaj,v zadnjih 12. mesecih,20
2017,Romunija,55-74,skupaj,v zadnjih 12. mesecih,4
2017,Romunija,16-24,moški,v zadnjih 12. mesecih,26
2017,Romunija,16-24,ženske,v zadnjih 12. mesecih,26
2017,Romunija,25-54,moški,v zadnjih 12. mesecih,21
2017,Romunija,25-54,ženske,v zadnjih 12. mesecih,20
2017,Romunija,55-74,moški,v zadnjih 12. mesecih,5
2017,Romunija,55-74,ženske,v zadnjih 12. mesecih,3
2017,Slovenija,skupaj,skupaj,v zadnjih 12. mesecih,46
2017,Slovenija,16-24,skupaj,v zadnjih 12. mesecih,70
2017,Slovenija,25-54,skupaj,v zadnjih 12. mesecih,58
2017,Slovenija,55-74,skupaj,v zadnjih 12. mesecih,16
2017,Slovenija,16-24,moški,v zadnjih 12. mesecih,70
2017,Slovenija,16-24,ženske,v zadnjih 12. mesecih,71
2017,Slovenija,25-54,moški,v zadnjih 12. mesecih,55
2017,Slovenija,25-54,ženske,v zadnjih 12. mesecih,62
2017,Slovenija,55-74,moški,v zadnjih 12. mesecih,18
2017,Slovenija,55-74,ženske,v zadnjih 12. mesecih,15
2017,Slovaška,skupaj,skupaj,v zadnjih 12. mesecih,59
2017,Slovaška,16-24,skupaj,v zadnjih 12. mesecih,79
2017,Slovaška,25-54,skupaj,v zadnjih 12. mesecih,70
2017,Slovaška,55-74,skupaj,v zadnjih 12. mesecih,27
2017,Slovaška,16-24,moški,v zadnjih 12. mesecih,85
2017,Slovaška,16-24,ženske,v zadnjih 12. mesecih,73
2017,Slovaška,25-54,moški,v zadnjih 12. mesecih,68
2017,Slovaška,25-54,ženske,v zadnjih 12. mesecih,71
2017,Slovaška,55-74,moški,v zadnjih 12. mesecih,30
2017,Slovaška,55-74,ženske,v zadnjih 12. mesecih,25
2017,Finska,skupaj,skupaj,v zadnjih 12. mesecih,71
