leto,država,starostna skupina,spol,vrsta blaga,odstotek
2014,Irska,55-74,ženske,računalniška strojna oprema,3
2014,Irska,55-74,ženske,elektronska oprema,12
2014,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,16
2014,Irska,55-74,ženske,vstopnice za prireditve,51
2014,Irska,55-74,ženske,potovalne in počitniške nastanitve,77
2014,Irska,55-74,ženske,zdravila,3
2014,Irska,55-74,ženske,telekomunikacijske storitve,10
2014,Irska,55-74,ženske,drugo,18
2015,Irska,55-74,ženske,hrana / živila,3
2015,Irska,55-74,ženske,oprema doma,21
2015,Irska,55-74,ženske,oblačila / športna oprema,53
2015,Irska,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,51
2015,Irska,55-74,ženske,računalniška strojna oprema,2
2015,Irska,55-74,ženske,elektronska oprema,12
2015,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,8
2015,Irska,55-74,ženske,vstopnice za prireditve,50
2015,Irska,55-74,ženske,potovalne in počitniške nastanitve,74
2015,Irska,55-74,ženske,zdravila,2
2015,Irska,55-74,ženske,telekomunikacijske storitve,13
2015,Irska,55-74,ženske,drugo,15
2016,Irska,55-74,ženske,hrana / živila,8
2016,Irska,55-74,ženske,oprema doma,24
2016,Irska,55-74,ženske,oblačila / športna oprema,48
2016,Irska,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,39
2016,Irska,55-74,ženske,računalniška strojna oprema,1
2016,Irska,55-74,ženske,elektronska oprema,12
2016,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2016,Irska,55-74,ženske,vstopnice za prireditve,51
2016,Irska,55-74,ženske,potovalne in počitniške nastanitve,72
2016,Irska,55-74,ženske,zdravila,3
2016,Irska,55-74,ženske,telekomunikacijske storitve,16
2016,Irska,55-74,ženske,drugo,24
2017,Irska,55-74,ženske,hrana / živila,8
2017,Irska,55-74,ženske,oprema doma,25
2017,Irska,55-74,ženske,oblačila / športna oprema,52
2017,Irska,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,44
2017,Irska,55-74,ženske,računalniška strojna oprema,5
2017,Irska,55-74,ženske,elektronska oprema,18
2017,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2017,Irska,55-74,ženske,vstopnice za prireditve,48
2017,Irska,55-74,ženske,potovalne in počitniške nastanitve,62
2017,Irska,55-74,ženske,zdravila,2
2017,Irska,55-74,ženske,telekomunikacijske storitve,24
2017,Irska,55-74,ženske,drugo,16
2018,Irska,55-74,ženske,hrana / živila,7
2018,Irska,55-74,ženske,oprema doma,29
2018,Irska,55-74,ženske,oblačila / športna oprema,55
2018,Irska,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,44
2018,Irska,55-74,ženske,računalniška strojna oprema,1
2018,Irska,55-74,ženske,elektronska oprema,16
2018,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2018,Irska,55-74,ženske,vstopnice za prireditve,40
2018,Irska,55-74,ženske,potovalne in počitniške nastanitve,66
2018,Irska,55-74,ženske,zdravila,2
2018,Irska,55-74,ženske,telekomunikacijske storitve,9
2018,Irska,55-74,ženske,drugo,19
2019,Irska,55-74,ženske,hrana / živila,8
2019,Irska,55-74,ženske,oprema doma,34
2019,Irska,55-74,ženske,oblačila / športna oprema,67
2019,Irska,55-74,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,43
2019,Irska,55-74,ženske,računalniška strojna oprema,2
2019,Irska,55-74,ženske,elektronska oprema,17
2019,Irska,55-74,ženske,delnice / zavarovanje / druge finančne storitve,NA
2019,Irska,55-74,ženske,vstopnice za prireditve,61
2019,Irska,55-74,ženske,potovalne in počitniške nastanitve,73
2019,Irska,55-74,ženske,zdravila,3
2019,Irska,55-74,ženske,telekomunikacijske storitve,18
2019,Irska,55-74,ženske,drugo,3
2010,Grčija,skupaj,skupaj,hrana / živila,2
2010,Grčija,skupaj,skupaj,oprema doma,15
2010,Grčija,skupaj,skupaj,oblačila / športna oprema,25
2010,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,39
2010,Grčija,skupaj,skupaj,računalniška strojna oprema,24
2010,Grčija,skupaj,skupaj,elektronska oprema,28
2010,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,2
2010,Grčija,skupaj,skupaj,vstopnice za prireditve,20
2010,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,34
2010,Grčija,skupaj,skupaj,zdravila,2
2010,Grčija,skupaj,skupaj,telekomunikacijske storitve,4
2010,Grčija,skupaj,skupaj,drugo,9
2011,Grčija,skupaj,skupaj,hrana / živila,5
2011,Grčija,skupaj,skupaj,oprema doma,20
2011,Grčija,skupaj,skupaj,oblačila / športna oprema,33
2011,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,36
2011,Grčija,skupaj,skupaj,računalniška strojna oprema,28
2011,Grčija,skupaj,skupaj,elektronska oprema,25
2011,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,3
2011,Grčija,skupaj,skupaj,vstopnice za prireditve,21
2011,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,50
2011,Grčija,skupaj,skupaj,zdravila,4
2011,Grčija,skupaj,skupaj,telekomunikacijske storitve,9
2011,Grčija,skupaj,skupaj,drugo,10
2012,Grčija,skupaj,skupaj,hrana / živila,7
2012,Grčija,skupaj,skupaj,oprema doma,19
2012,Grčija,skupaj,skupaj,oblačila / športna oprema,42
2012,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,33
2012,Grčija,skupaj,skupaj,računalniška strojna oprema,18
2012,Grčija,skupaj,skupaj,elektronska oprema,27
2012,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,2
2012,Grčija,skupaj,skupaj,vstopnice za prireditve,24
2012,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,41
2012,Grčija,skupaj,skupaj,zdravila,5
2012,Grčija,skupaj,skupaj,telekomunikacijske storitve,6
2012,Grčija,skupaj,skupaj,drugo,12
2013,Grčija,skupaj,skupaj,hrana / živila,6
2013,Grčija,skupaj,skupaj,oprema doma,21
2013,Grčija,skupaj,skupaj,oblačila / športna oprema,36
2013,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,30
2013,Grčija,skupaj,skupaj,računalniška strojna oprema,13
2013,Grčija,skupaj,skupaj,elektronska oprema,25
2013,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,2
2013,Grčija,skupaj,skupaj,vstopnice za prireditve,21
2013,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,34
2013,Grčija,skupaj,skupaj,zdravila,5
2013,Grčija,skupaj,skupaj,telekomunikacijske storitve,4
2013,Grčija,skupaj,skupaj,drugo,7
2014,Grčija,skupaj,skupaj,hrana / živila,6
2014,Grčija,skupaj,skupaj,oprema doma,18
2014,Grčija,skupaj,skupaj,oblačila / športna oprema,51
2014,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2014,Grčija,skupaj,skupaj,računalniška strojna oprema,18
2014,Grčija,skupaj,skupaj,elektronska oprema,31
2014,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,2
2014,Grčija,skupaj,skupaj,vstopnice za prireditve,17
2014,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,31
2014,Grčija,skupaj,skupaj,zdravila,10
2014,Grčija,skupaj,skupaj,telekomunikacijske storitve,4
2014,Grčija,skupaj,skupaj,drugo,11
2015,Grčija,skupaj,skupaj,hrana / živila,6
2015,Grčija,skupaj,skupaj,oprema doma,17
2015,Grčija,skupaj,skupaj,oblačila / športna oprema,48
2015,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2015,Grčija,skupaj,skupaj,računalniška strojna oprema,15
2015,Grčija,skupaj,skupaj,elektronska oprema,26
2015,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,1
2015,Grčija,skupaj,skupaj,vstopnice za prireditve,12
2015,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,23
2015,Grčija,skupaj,skupaj,zdravila,10
2015,Grčija,skupaj,skupaj,telekomunikacijske storitve,2
2015,Grčija,skupaj,skupaj,drugo,10
2016,Grčija,skupaj,skupaj,hrana / živila,6
2016,Grčija,skupaj,skupaj,oprema doma,18
2016,Grčija,skupaj,skupaj,oblačila / športna oprema,51
2016,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2016,Grčija,skupaj,skupaj,računalniška strojna oprema,12
2016,Grčija,skupaj,skupaj,elektronska oprema,29
2016,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,skupaj,skupaj,vstopnice za prireditve,13
2016,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,25
2016,Grčija,skupaj,skupaj,zdravila,13
2016,Grčija,skupaj,skupaj,telekomunikacijske storitve,3
2016,Grčija,skupaj,skupaj,drugo,9
2017,Grčija,skupaj,skupaj,hrana / živila,9
2017,Grčija,skupaj,skupaj,oprema doma,21
2017,Grčija,skupaj,skupaj,oblačila / športna oprema,57
2017,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,18
2017,Grčija,skupaj,skupaj,računalniška strojna oprema,15
2017,Grčija,skupaj,skupaj,elektronska oprema,28
2017,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,skupaj,skupaj,vstopnice za prireditve,18
2017,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,31
2017,Grčija,skupaj,skupaj,zdravila,17
2017,Grčija,skupaj,skupaj,telekomunikacijske storitve,6
2017,Grčija,skupaj,skupaj,drugo,8
2018,Grčija,skupaj,skupaj,hrana / živila,23
2018,Grčija,skupaj,skupaj,oprema doma,21
2018,Grčija,skupaj,skupaj,oblačila / športna oprema,60
2018,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2018,Grčija,skupaj,skupaj,računalniška strojna oprema,18
2018,Grčija,skupaj,skupaj,elektronska oprema,28
2018,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,skupaj,skupaj,vstopnice za prireditve,21
2018,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,36
2018,Grčija,skupaj,skupaj,zdravila,20
2018,Grčija,skupaj,skupaj,telekomunikacijske storitve,5
2018,Grčija,skupaj,skupaj,drugo,11
2019,Grčija,skupaj,skupaj,hrana / živila,24
2019,Grčija,skupaj,skupaj,oprema doma,23
2019,Grčija,skupaj,skupaj,oblačila / športna oprema,62
2019,Grčija,skupaj,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2019,Grčija,skupaj,skupaj,računalniška strojna oprema,16
2019,Grčija,skupaj,skupaj,elektronska oprema,27
2019,Grčija,skupaj,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Grčija,skupaj,skupaj,vstopnice za prireditve,23
2019,Grčija,skupaj,skupaj,potovalne in počitniške nastanitve,42
2019,Grčija,skupaj,skupaj,zdravila,23
2019,Grčija,skupaj,skupaj,telekomunikacijske storitve,12
2019,Grčija,skupaj,skupaj,drugo,13
2010,Grčija,16-24,skupaj,hrana / živila,0
2010,Grčija,16-24,skupaj,oprema doma,10
2010,Grčija,16-24,skupaj,oblačila / športna oprema,29
2010,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,34
2010,Grčija,16-24,skupaj,računalniška strojna oprema,34
2010,Grčija,16-24,skupaj,elektronska oprema,30
2010,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,0
2010,Grčija,16-24,skupaj,vstopnice za prireditve,18
2010,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,19
2010,Grčija,16-24,skupaj,zdravila,0
2010,Grčija,16-24,skupaj,telekomunikacijske storitve,0
2010,Grčija,16-24,skupaj,drugo,10
2011,Grčija,16-24,skupaj,hrana / živila,3
2011,Grčija,16-24,skupaj,oprema doma,9
2011,Grčija,16-24,skupaj,oblačila / športna oprema,42
2011,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,35
2011,Grčija,16-24,skupaj,računalniška strojna oprema,29
2011,Grčija,16-24,skupaj,elektronska oprema,31
2011,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,2
2011,Grčija,16-24,skupaj,vstopnice za prireditve,17
2011,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,36
2011,Grčija,16-24,skupaj,zdravila,4
2011,Grčija,16-24,skupaj,telekomunikacijske storitve,3
2011,Grčija,16-24,skupaj,drugo,10
2012,Grčija,16-24,skupaj,hrana / živila,5
2012,Grčija,16-24,skupaj,oprema doma,5
2012,Grčija,16-24,skupaj,oblačila / športna oprema,46
2012,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,27
2012,Grčija,16-24,skupaj,računalniška strojna oprema,9
2012,Grčija,16-24,skupaj,elektronska oprema,17
2012,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,0
2012,Grčija,16-24,skupaj,vstopnice za prireditve,16
2012,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,29
2012,Grčija,16-24,skupaj,zdravila,1
2012,Grčija,16-24,skupaj,telekomunikacijske storitve,1
2012,Grčija,16-24,skupaj,drugo,17
2013,Grčija,16-24,skupaj,hrana / živila,2
2013,Grčija,16-24,skupaj,oprema doma,13
2013,Grčija,16-24,skupaj,oblačila / športna oprema,39
2013,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,37
2013,Grčija,16-24,skupaj,računalniška strojna oprema,16
2013,Grčija,16-24,skupaj,elektronska oprema,20
2013,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,0
2013,Grčija,16-24,skupaj,vstopnice za prireditve,16
2013,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,21
2013,Grčija,16-24,skupaj,zdravila,4
2013,Grčija,16-24,skupaj,telekomunikacijske storitve,0
2013,Grčija,16-24,skupaj,drugo,4
2014,Grčija,16-24,skupaj,hrana / živila,5
2014,Grčija,16-24,skupaj,oprema doma,11
2014,Grčija,16-24,skupaj,oblačila / športna oprema,54
2014,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2014,Grčija,16-24,skupaj,računalniška strojna oprema,20
2014,Grčija,16-24,skupaj,elektronska oprema,39
2014,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,0
2014,Grčija,16-24,skupaj,vstopnice za prireditve,17
2014,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,21
2014,Grčija,16-24,skupaj,zdravila,3
2014,Grčija,16-24,skupaj,telekomunikacijske storitve,2
2014,Grčija,16-24,skupaj,drugo,11
2015,Grčija,16-24,skupaj,hrana / živila,5
2015,Grčija,16-24,skupaj,oprema doma,10
2015,Grčija,16-24,skupaj,oblačila / športna oprema,57
2015,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2015,Grčija,16-24,skupaj,računalniška strojna oprema,13
2015,Grčija,16-24,skupaj,elektronska oprema,31
2015,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,0
2015,Grčija,16-24,skupaj,vstopnice za prireditve,9
2015,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,15
2015,Grčija,16-24,skupaj,zdravila,3
2015,Grčija,16-24,skupaj,telekomunikacijske storitve,2
2015,Grčija,16-24,skupaj,drugo,14
2016,Grčija,16-24,skupaj,hrana / živila,5
2016,Grčija,16-24,skupaj,oprema doma,8
2016,Grčija,16-24,skupaj,oblačila / športna oprema,59
2016,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,13
2016,Grčija,16-24,skupaj,računalniška strojna oprema,10
2016,Grčija,16-24,skupaj,elektronska oprema,29
2016,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,16-24,skupaj,vstopnice za prireditve,11
2016,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,18
2016,Grčija,16-24,skupaj,zdravila,10
2016,Grčija,16-24,skupaj,telekomunikacijske storitve,2
2016,Grčija,16-24,skupaj,drugo,8
2017,Grčija,16-24,skupaj,hrana / živila,4
2017,Grčija,16-24,skupaj,oprema doma,12
2017,Grčija,16-24,skupaj,oblačila / športna oprema,55
2017,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,15
2017,Grčija,16-24,skupaj,računalniška strojna oprema,14
2017,Grčija,16-24,skupaj,elektronska oprema,34
2017,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,16-24,skupaj,vstopnice za prireditve,16
2017,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,25
2017,Grčija,16-24,skupaj,zdravila,9
2017,Grčija,16-24,skupaj,telekomunikacijske storitve,2
2017,Grčija,16-24,skupaj,drugo,7
2018,Grčija,16-24,skupaj,hrana / živila,31
2018,Grčija,16-24,skupaj,oprema doma,10
2018,Grčija,16-24,skupaj,oblačila / športna oprema,67
2018,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,20
2018,Grčija,16-24,skupaj,računalniška strojna oprema,15
2018,Grčija,16-24,skupaj,elektronska oprema,24
2018,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,16-24,skupaj,vstopnice za prireditve,19
2018,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,30
2018,Grčija,16-24,skupaj,zdravila,11
2018,Grčija,16-24,skupaj,telekomunikacijske storitve,1
2018,Grčija,16-24,skupaj,drugo,8
2019,Grčija,16-24,skupaj,hrana / živila,21
2019,Grčija,16-24,skupaj,oprema doma,10
2019,Grčija,16-24,skupaj,oblačila / športna oprema,64
2019,Grčija,16-24,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,22
2019,Grčija,16-24,skupaj,računalniška strojna oprema,19
2019,Grčija,16-24,skupaj,elektronska oprema,30
2019,Grčija,16-24,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Grčija,16-24,skupaj,vstopnice za prireditve,21
2019,Grčija,16-24,skupaj,potovalne in počitniške nastanitve,37
2019,Grčija,16-24,skupaj,zdravila,10
2019,Grčija,16-24,skupaj,telekomunikacijske storitve,9
2019,Grčija,16-24,skupaj,drugo,19
2010,Grčija,25-54,skupaj,hrana / živila,3
2010,Grčija,25-54,skupaj,oprema doma,16
2010,Grčija,25-54,skupaj,oblačila / športna oprema,24
2010,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,40
2010,Grčija,25-54,skupaj,računalniška strojna oprema,21
2010,Grčija,25-54,skupaj,elektronska oprema,29
2010,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,3
2010,Grčija,25-54,skupaj,vstopnice za prireditve,21
2010,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,37
2010,Grčija,25-54,skupaj,zdravila,3
2010,Grčija,25-54,skupaj,telekomunikacijske storitve,6
2010,Grčija,25-54,skupaj,drugo,9
2011,Grčija,25-54,skupaj,hrana / živila,6
2011,Grčija,25-54,skupaj,oprema doma,23
2011,Grčija,25-54,skupaj,oblačila / športna oprema,30
2011,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,37
2011,Grčija,25-54,skupaj,računalniška strojna oprema,27
2011,Grčija,25-54,skupaj,elektronska oprema,24
2011,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,3
2011,Grčija,25-54,skupaj,vstopnice za prireditve,23
2011,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,54
2011,Grčija,25-54,skupaj,zdravila,3
2011,Grčija,25-54,skupaj,telekomunikacijske storitve,12
2011,Grčija,25-54,skupaj,drugo,11
2012,Grčija,25-54,skupaj,hrana / živila,7
2012,Grčija,25-54,skupaj,oprema doma,22
2012,Grčija,25-54,skupaj,oblačila / športna oprema,41
2012,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,34
2012,Grčija,25-54,skupaj,računalniška strojna oprema,20
2012,Grčija,25-54,skupaj,elektronska oprema,30
2012,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,3
2012,Grčija,25-54,skupaj,vstopnice za prireditve,26
2012,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,43
2012,Grčija,25-54,skupaj,zdravila,6
2012,Grčija,25-54,skupaj,telekomunikacijske storitve,7
2012,Grčija,25-54,skupaj,drugo,10
2013,Grčija,25-54,skupaj,hrana / živila,7
2013,Grčija,25-54,skupaj,oprema doma,23
2013,Grčija,25-54,skupaj,oblačila / športna oprema,37
2013,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,28
2013,Grčija,25-54,skupaj,računalniška strojna oprema,12
2013,Grčija,25-54,skupaj,elektronska oprema,27
2013,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,2
2013,Grčija,25-54,skupaj,vstopnice za prireditve,22
2013,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,35
2013,Grčija,25-54,skupaj,zdravila,5
2013,Grčija,25-54,skupaj,telekomunikacijske storitve,5
2013,Grčija,25-54,skupaj,drugo,8
2014,Grčija,25-54,skupaj,hrana / živila,6
2014,Grčija,25-54,skupaj,oprema doma,20
2014,Grčija,25-54,skupaj,oblačila / športna oprema,51
2014,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,16
2014,Grčija,25-54,skupaj,računalniška strojna oprema,18
2014,Grčija,25-54,skupaj,elektronska oprema,29
2014,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,2
2014,Grčija,25-54,skupaj,vstopnice za prireditve,17
2014,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,32
2014,Grčija,25-54,skupaj,zdravila,13
2014,Grčija,25-54,skupaj,telekomunikacijske storitve,5
2014,Grčija,25-54,skupaj,drugo,10
2015,Grčija,25-54,skupaj,hrana / živila,6
2015,Grčija,25-54,skupaj,oprema doma,18
2015,Grčija,25-54,skupaj,oblačila / športna oprema,46
2015,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2015,Grčija,25-54,skupaj,računalniška strojna oprema,16
2015,Grčija,25-54,skupaj,elektronska oprema,26
2015,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,1
2015,Grčija,25-54,skupaj,vstopnice za prireditve,12
2015,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,24
2015,Grčija,25-54,skupaj,zdravila,12
2015,Grčija,25-54,skupaj,telekomunikacijske storitve,3
2015,Grčija,25-54,skupaj,drugo,9
2016,Grčija,25-54,skupaj,hrana / živila,7
2016,Grčija,25-54,skupaj,oprema doma,19
2016,Grčija,25-54,skupaj,oblačila / športna oprema,50
2016,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,18
2016,Grčija,25-54,skupaj,računalniška strojna oprema,13
2016,Grčija,25-54,skupaj,elektronska oprema,30
2016,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,25-54,skupaj,vstopnice za prireditve,14
2016,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,27
2016,Grčija,25-54,skupaj,zdravila,13
2016,Grčija,25-54,skupaj,telekomunikacijske storitve,4
2016,Grčija,25-54,skupaj,drugo,9
2017,Grčija,25-54,skupaj,hrana / živila,10
2017,Grčija,25-54,skupaj,oprema doma,23
2017,Grčija,25-54,skupaj,oblačila / športna oprema,59
2017,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2017,Grčija,25-54,skupaj,računalniška strojna oprema,15
2017,Grčija,25-54,skupaj,elektronska oprema,27
2017,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,25-54,skupaj,vstopnice za prireditve,20
2017,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,34
2017,Grčija,25-54,skupaj,zdravila,18
2017,Grčija,25-54,skupaj,telekomunikacijske storitve,7
2017,Grčija,25-54,skupaj,drugo,8
2018,Grčija,25-54,skupaj,hrana / živila,22
2018,Grčija,25-54,skupaj,oprema doma,24
2018,Grčija,25-54,skupaj,oblačila / športna oprema,61
2018,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2018,Grčija,25-54,skupaj,računalniška strojna oprema,21
2018,Grčija,25-54,skupaj,elektronska oprema,29
2018,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,25-54,skupaj,vstopnice za prireditve,22
2018,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,38
2018,Grčija,25-54,skupaj,zdravila,22
2018,Grčija,25-54,skupaj,telekomunikacijske storitve,7
2018,Grčija,25-54,skupaj,drugo,12
2019,Grčija,25-54,skupaj,hrana / živila,26
2019,Grčija,25-54,skupaj,oprema doma,26
2019,Grčija,25-54,skupaj,oblačila / športna oprema,63
2019,Grčija,25-54,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,25
2019,Grčija,25-54,skupaj,računalniška strojna oprema,14
2019,Grčija,25-54,skupaj,elektronska oprema,26
2019,Grčija,25-54,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Grčija,25-54,skupaj,vstopnice za prireditve,24
2019,Grčija,25-54,skupaj,potovalne in počitniške nastanitve,43
2019,Grčija,25-54,skupaj,zdravila,27
2019,Grčija,25-54,skupaj,telekomunikacijske storitve,12
2019,Grčija,25-54,skupaj,drugo,12
2010,Grčija,55-74,skupaj,hrana / živila,0
2010,Grčija,55-74,skupaj,oprema doma,18
2010,Grčija,55-74,skupaj,oblačila / športna oprema,9
2010,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,48
2010,Grčija,55-74,skupaj,računalniška strojna oprema,25
2010,Grčija,55-74,skupaj,elektronska oprema,20
2010,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,0
2010,Grčija,55-74,skupaj,vstopnice za prireditve,22
2010,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,47
2010,Grčija,55-74,skupaj,zdravila,2
2010,Grčija,55-74,skupaj,telekomunikacijske storitve,0
2010,Grčija,55-74,skupaj,drugo,9
2011,Grčija,55-74,skupaj,hrana / živila,2
2011,Grčija,55-74,skupaj,oprema doma,15
2011,Grčija,55-74,skupaj,oblačila / športna oprema,24
2011,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,31
2011,Grčija,55-74,skupaj,računalniška strojna oprema,32
2011,Grčija,55-74,skupaj,elektronska oprema,7
2011,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,0
2011,Grčija,55-74,skupaj,vstopnice za prireditve,9
