leto,država,starostna skupina,spol,vrsta blaga,odstotek
2011,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,55
2011,Grčija,55-74,skupaj,zdravila,12
2011,Grčija,55-74,skupaj,telekomunikacijske storitve,4
2011,Grčija,55-74,skupaj,drugo,7
2012,Grčija,55-74,skupaj,hrana / živila,4
2012,Grčija,55-74,skupaj,oprema doma,17
2012,Grčija,55-74,skupaj,oblačila / športna oprema,29
2012,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,35
2012,Grčija,55-74,skupaj,računalniška strojna oprema,18
2012,Grčija,55-74,skupaj,elektronska oprema,19
2012,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,7
2012,Grčija,55-74,skupaj,vstopnice za prireditve,25
2012,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,54
2012,Grčija,55-74,skupaj,zdravila,6
2012,Grčija,55-74,skupaj,telekomunikacijske storitve,9
2012,Grčija,55-74,skupaj,drugo,9
2013,Grčija,55-74,skupaj,hrana / živila,7
2013,Grčija,55-74,skupaj,oprema doma,26
2013,Grčija,55-74,skupaj,oblačila / športna oprema,21
2013,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,33
2013,Grčija,55-74,skupaj,računalniška strojna oprema,15
2013,Grčija,55-74,skupaj,elektronska oprema,19
2013,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,6
2013,Grčija,55-74,skupaj,vstopnice za prireditve,21
2013,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,50
2013,Grčija,55-74,skupaj,zdravila,8
2013,Grčija,55-74,skupaj,telekomunikacijske storitve,9
2013,Grčija,55-74,skupaj,drugo,10
2014,Grčija,55-74,skupaj,hrana / živila,3
2014,Grčija,55-74,skupaj,oprema doma,18
2014,Grčija,55-74,skupaj,oblačila / športna oprema,43
2014,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2014,Grčija,55-74,skupaj,računalniška strojna oprema,14
2014,Grčija,55-74,skupaj,elektronska oprema,31
2014,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,3
2014,Grčija,55-74,skupaj,vstopnice za prireditve,16
2014,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,41
2014,Grčija,55-74,skupaj,zdravila,5
2014,Grčija,55-74,skupaj,telekomunikacijske storitve,2
2014,Grčija,55-74,skupaj,drugo,15
2015,Grčija,55-74,skupaj,hrana / živila,5
2015,Grčija,55-74,skupaj,oprema doma,18
2015,Grčija,55-74,skupaj,oblačila / športna oprema,42
2015,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,18
2015,Grčija,55-74,skupaj,računalniška strojna oprema,9
2015,Grčija,55-74,skupaj,elektronska oprema,22
2015,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,1
2015,Grčija,55-74,skupaj,vstopnice za prireditve,11
2015,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,27
2015,Grčija,55-74,skupaj,zdravila,8
2015,Grčija,55-74,skupaj,telekomunikacijske storitve,2
2015,Grčija,55-74,skupaj,drugo,13
2016,Grčija,55-74,skupaj,hrana / živila,3
2016,Grčija,55-74,skupaj,oprema doma,25
2016,Grčija,55-74,skupaj,oblačila / športna oprema,41
2016,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,11
2016,Grčija,55-74,skupaj,računalniška strojna oprema,6
2016,Grčija,55-74,skupaj,elektronska oprema,28
2016,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,55-74,skupaj,vstopnice za prireditve,10
2016,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,25
2016,Grčija,55-74,skupaj,zdravila,15
2016,Grčija,55-74,skupaj,telekomunikacijske storitve,4
2016,Grčija,55-74,skupaj,drugo,12
2017,Grčija,55-74,skupaj,hrana / živila,10
2017,Grčija,55-74,skupaj,oprema doma,27
2017,Grčija,55-74,skupaj,oblačila / športna oprema,39
2017,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,15
2017,Grčija,55-74,skupaj,računalniška strojna oprema,12
2017,Grčija,55-74,skupaj,elektronska oprema,24
2017,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,55-74,skupaj,vstopnice za prireditve,12
2017,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,25
2017,Grčija,55-74,skupaj,zdravila,20
2017,Grčija,55-74,skupaj,telekomunikacijske storitve,7
2017,Grčija,55-74,skupaj,drugo,10
2018,Grčija,55-74,skupaj,hrana / živila,16
2018,Grčija,55-74,skupaj,oprema doma,23
2018,Grčija,55-74,skupaj,oblačila / športna oprema,46
2018,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,20
2018,Grčija,55-74,skupaj,računalniška strojna oprema,11
2018,Grčija,55-74,skupaj,elektronska oprema,25
2018,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,55-74,skupaj,vstopnice za prireditve,18
2018,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,38
2018,Grčija,55-74,skupaj,zdravila,20
2018,Grčija,55-74,skupaj,telekomunikacijske storitve,3
2018,Grčija,55-74,skupaj,drugo,14
2019,Grčija,55-74,skupaj,hrana / živila,18
2019,Grčija,55-74,skupaj,oprema doma,27
2019,Grčija,55-74,skupaj,oblačila / športna oprema,52
2019,Grčija,55-74,skupaj,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,21
2019,Grčija,55-74,skupaj,računalniška strojna oprema,19
2019,Grčija,55-74,skupaj,elektronska oprema,26
2019,Grčija,55-74,skupaj,delnice / zavarovanje / druge finančne storitve,NA
2019,Grčija,55-74,skupaj,vstopnice za prireditve,20
2019,Grčija,55-74,skupaj,potovalne in počitniške nastanitve,39
2019,Grčija,55-74,skupaj,zdravila,23
2019,Grčija,55-74,skupaj,telekomunikacijske storitve,14
2019,Grčija,55-74,skupaj,drugo,11
2010,Grčija,16-24,moški,hrana / živila,0
2010,Grčija,16-24,moški,oprema doma,16
2010,Grčija,16-24,moški,oblačila / športna oprema,24
2010,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,43
2010,Grčija,16-24,moški,računalniška strojna oprema,43
2010,Grčija,16-24,moški,elektronska oprema,33
2010,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,0
2010,Grčija,16-24,moški,vstopnice za prireditve,18
2010,Grčija,16-24,moški,potovalne in počitniške nastanitve,17
2010,Grčija,16-24,moški,zdravila,0
2010,Grčija,16-24,moški,telekomunikacijske storitve,0
2010,Grčija,16-24,moški,drugo,7
2011,Grčija,16-24,moški,hrana / živila,2
2011,Grčija,16-24,moški,oprema doma,12
2011,Grčija,16-24,moški,oblačila / športna oprema,39
2011,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,33
2011,Grčija,16-24,moški,računalniška strojna oprema,35
2011,Grčija,16-24,moški,elektronska oprema,28
2011,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,3
2011,Grčija,16-24,moški,vstopnice za prireditve,19
2011,Grčija,16-24,moški,potovalne in počitniške nastanitve,36
2011,Grčija,16-24,moški,zdravila,5
2011,Grčija,16-24,moški,telekomunikacijske storitve,4
2011,Grčija,16-24,moški,drugo,10
2012,Grčija,16-24,moški,hrana / živila,9
2012,Grčija,16-24,moški,oprema doma,3
2012,Grčija,16-24,moški,oblačila / športna oprema,53
2012,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2012,Grčija,16-24,moški,računalniška strojna oprema,14
2012,Grčija,16-24,moški,elektronska oprema,20
2012,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,0
2012,Grčija,16-24,moški,vstopnice za prireditve,17
2012,Grčija,16-24,moški,potovalne in počitniške nastanitve,17
2012,Grčija,16-24,moški,zdravila,1
2012,Grčija,16-24,moški,telekomunikacijske storitve,1
2012,Grčija,16-24,moški,drugo,13
2013,Grčija,16-24,moški,hrana / živila,3
2013,Grčija,16-24,moški,oprema doma,16
2013,Grčija,16-24,moški,oblačila / športna oprema,31
2013,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,45
2013,Grčija,16-24,moški,računalniška strojna oprema,21
2013,Grčija,16-24,moški,elektronska oprema,28
2013,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,0
2013,Grčija,16-24,moški,vstopnice za prireditve,20
2013,Grčija,16-24,moški,potovalne in počitniške nastanitve,21
2013,Grčija,16-24,moški,zdravila,2
2013,Grčija,16-24,moški,telekomunikacijske storitve,0
2013,Grčija,16-24,moški,drugo,1
2014,Grčija,16-24,moški,hrana / živila,7
2014,Grčija,16-24,moški,oprema doma,13
2014,Grčija,16-24,moški,oblačila / športna oprema,52
2014,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,21
2014,Grčija,16-24,moški,računalniška strojna oprema,32
2014,Grčija,16-24,moški,elektronska oprema,49
2014,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,0
2014,Grčija,16-24,moški,vstopnice za prireditve,23
2014,Grčija,16-24,moški,potovalne in počitniške nastanitve,22
2014,Grčija,16-24,moški,zdravila,2
2014,Grčija,16-24,moški,telekomunikacijske storitve,2
2014,Grčija,16-24,moški,drugo,6
2015,Grčija,16-24,moški,hrana / živila,4
2015,Grčija,16-24,moški,oprema doma,10
2015,Grčija,16-24,moški,oblačila / športna oprema,52
2015,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,19
2015,Grčija,16-24,moški,računalniška strojna oprema,20
2015,Grčija,16-24,moški,elektronska oprema,37
2015,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,0
2015,Grčija,16-24,moški,vstopnice za prireditve,8
2015,Grčija,16-24,moški,potovalne in počitniške nastanitve,11
2015,Grčija,16-24,moški,zdravila,2
2015,Grčija,16-24,moški,telekomunikacijske storitve,2
2015,Grčija,16-24,moški,drugo,10
2016,Grčija,16-24,moški,hrana / živila,1
2016,Grčija,16-24,moški,oprema doma,9
2016,Grčija,16-24,moški,oblačila / športna oprema,56
2016,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2016,Grčija,16-24,moški,računalniška strojna oprema,14
2016,Grčija,16-24,moški,elektronska oprema,38
2016,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,16-24,moški,vstopnice za prireditve,10
2016,Grčija,16-24,moški,potovalne in počitniške nastanitve,13
2016,Grčija,16-24,moški,zdravila,5
2016,Grčija,16-24,moški,telekomunikacijske storitve,4
2016,Grčija,16-24,moški,drugo,8
2017,Grčija,16-24,moški,hrana / živila,5
2017,Grčija,16-24,moški,oprema doma,13
2017,Grčija,16-24,moški,oblačila / športna oprema,45
2017,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,17
2017,Grčija,16-24,moški,računalniška strojna oprema,22
2017,Grčija,16-24,moški,elektronska oprema,35
2017,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,16-24,moški,vstopnice za prireditve,13
2017,Grčija,16-24,moški,potovalne in počitniške nastanitve,25
2017,Grčija,16-24,moški,zdravila,4
2017,Grčija,16-24,moški,telekomunikacijske storitve,2
2017,Grčija,16-24,moški,drugo,9
2018,Grčija,16-24,moški,hrana / živila,31
2018,Grčija,16-24,moški,oprema doma,11
2018,Grčija,16-24,moški,oblačila / športna oprema,56
2018,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,14
2018,Grčija,16-24,moški,računalniška strojna oprema,18
2018,Grčija,16-24,moški,elektronska oprema,36
2018,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,16-24,moški,vstopnice za prireditve,15
2018,Grčija,16-24,moški,potovalne in počitniške nastanitve,28
2018,Grčija,16-24,moški,zdravila,5
2018,Grčija,16-24,moški,telekomunikacijske storitve,1
2018,Grčija,16-24,moški,drugo,4
2019,Grčija,16-24,moški,hrana / živila,21
2019,Grčija,16-24,moški,oprema doma,9
2019,Grčija,16-24,moški,oblačila / športna oprema,53
2019,Grčija,16-24,moški,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,24
2019,Grčija,16-24,moški,računalniška strojna oprema,29
2019,Grčija,16-24,moški,elektronska oprema,35
2019,Grčija,16-24,moški,delnice / zavarovanje / druge finančne storitve,NA
2019,Grčija,16-24,moški,vstopnice za prireditve,23
2019,Grčija,16-24,moški,potovalne in počitniške nastanitve,42
2019,Grčija,16-24,moški,zdravila,5
2019,Grčija,16-24,moški,telekomunikacijske storitve,11
2019,Grčija,16-24,moški,drugo,14
2010,Grčija,16-24,ženske,hrana / živila,0
2010,Grčija,16-24,ženske,oprema doma,1
2010,Grčija,16-24,ženske,oblačila / športna oprema,34
2010,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,21
2010,Grčija,16-24,ženske,računalniška strojna oprema,21
2010,Grčija,16-24,ženske,elektronska oprema,26
2010,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2010,Grčija,16-24,ženske,vstopnice za prireditve,17
2010,Grčija,16-24,ženske,potovalne in počitniške nastanitve,21
2010,Grčija,16-24,ženske,zdravila,1
2010,Grčija,16-24,ženske,telekomunikacijske storitve,0
2010,Grčija,16-24,ženske,drugo,13
2011,Grčija,16-24,ženske,hrana / živila,4
2011,Grčija,16-24,ženske,oprema doma,4
2011,Grčija,16-24,ženske,oblačila / športna oprema,47
2011,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,37
2011,Grčija,16-24,ženske,računalniška strojna oprema,16
2011,Grčija,16-24,ženske,elektronska oprema,38
2011,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2011,Grčija,16-24,ženske,vstopnice za prireditve,14
2011,Grčija,16-24,ženske,potovalne in počitniške nastanitve,36
2011,Grčija,16-24,ženske,zdravila,3
2011,Grčija,16-24,ženske,telekomunikacijske storitve,2
2011,Grčija,16-24,ženske,drugo,11
2012,Grčija,16-24,ženske,hrana / živila,2
2012,Grčija,16-24,ženske,oprema doma,7
2012,Grčija,16-24,ženske,oblačila / športna oprema,39
2012,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,30
2012,Grčija,16-24,ženske,računalniška strojna oprema,4
2012,Grčija,16-24,ženske,elektronska oprema,14
2012,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2012,Grčija,16-24,ženske,vstopnice za prireditve,16
2012,Grčija,16-24,ženske,potovalne in počitniške nastanitve,41
2012,Grčija,16-24,ženske,zdravila,0
2012,Grčija,16-24,ženske,telekomunikacijske storitve,0
2012,Grčija,16-24,ženske,drugo,21
2013,Grčija,16-24,ženske,hrana / živila,2
2013,Grčija,16-24,ženske,oprema doma,10
2013,Grčija,16-24,ženske,oblačila / športna oprema,49
2013,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,28
2013,Grčija,16-24,ženske,računalniška strojna oprema,10
2013,Grčija,16-24,ženske,elektronska oprema,11
2013,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2013,Grčija,16-24,ženske,vstopnice za prireditve,11
2013,Grčija,16-24,ženske,potovalne in počitniške nastanitve,20
2013,Grčija,16-24,ženske,zdravila,7
2013,Grčija,16-24,ženske,telekomunikacijske storitve,0
2013,Grčija,16-24,ženske,drugo,6
2014,Grčija,16-24,ženske,hrana / živila,3
2014,Grčija,16-24,ženske,oprema doma,9
2014,Grčija,16-24,ženske,oblačila / športna oprema,56
2014,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,12
2014,Grčija,16-24,ženske,računalniška strojna oprema,7
2014,Grčija,16-24,ženske,elektronska oprema,27
2014,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2014,Grčija,16-24,ženske,vstopnice za prireditve,11
2014,Grčija,16-24,ženske,potovalne in počitniške nastanitve,19
2014,Grčija,16-24,ženske,zdravila,3
2014,Grčija,16-24,ženske,telekomunikacijske storitve,2
2014,Grčija,16-24,ženske,drugo,17
2015,Grčija,16-24,ženske,hrana / živila,7
2015,Grčija,16-24,ženske,oprema doma,9
2015,Grčija,16-24,ženske,oblačila / športna oprema,65
2015,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,21
2015,Grčija,16-24,ženske,računalniška strojna oprema,2
2015,Grčija,16-24,ženske,elektronska oprema,22
2015,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,0
2015,Grčija,16-24,ženske,vstopnice za prireditve,10
2015,Grčija,16-24,ženske,potovalne in počitniške nastanitve,20
2015,Grčija,16-24,ženske,zdravila,5
2015,Grčija,16-24,ženske,telekomunikacijske storitve,2
2015,Grčija,16-24,ženske,drugo,19
2016,Grčija,16-24,ženske,hrana / živila,8
2016,Grčija,16-24,ženske,oprema doma,7
2016,Grčija,16-24,ženske,oblačila / športna oprema,61
2016,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,9
2016,Grčija,16-24,ženske,računalniška strojna oprema,5
2016,Grčija,16-24,ženske,elektronska oprema,19
2016,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2016,Grčija,16-24,ženske,vstopnice za prireditve,12
2016,Grčija,16-24,ženske,potovalne in počitniške nastanitve,24
2016,Grčija,16-24,ženske,zdravila,15
2016,Grčija,16-24,ženske,telekomunikacijske storitve,0
2016,Grčija,16-24,ženske,drugo,7
2017,Grčija,16-24,ženske,hrana / živila,4
2017,Grčija,16-24,ženske,oprema doma,10
2017,Grčija,16-24,ženske,oblačila / športna oprema,65
2017,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,13
2017,Grčija,16-24,ženske,računalniška strojna oprema,6
2017,Grčija,16-24,ženske,elektronska oprema,34
2017,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2017,Grčija,16-24,ženske,vstopnice za prireditve,19
2017,Grčija,16-24,ženske,potovalne in počitniške nastanitve,25
2017,Grčija,16-24,ženske,zdravila,14
2017,Grčija,16-24,ženske,telekomunikacijske storitve,1
2017,Grčija,16-24,ženske,drugo,5
2018,Grčija,16-24,ženske,hrana / živila,30
2018,Grčija,16-24,ženske,oprema doma,9
2018,Grčija,16-24,ženske,oblačila / športna oprema,78
2018,Grčija,16-24,ženske,filmi / glasba / knjige / revije / gradiva za e-učenje / računalniška programska oprema,26
2018,Grčija,16-24,ženske,računalniška strojna oprema,11
2018,Grčija,16-24,ženske,elektronska oprema,12
2018,Grčija,16-24,ženske,delnice / zavarovanje / druge finančne storitve,NA
2018,Grčija,16-24,ženske,vstopnice za prireditve,24
2018,Grčija,16-24,ženske,potovalne in počitniške nastanitve,31
2018,Grčija,16-24,ženske,zdravila,18
2018,Grčija,16-24,ženske,telekomunikacijske storitve,1
2018,Grčija,16-24,ženske,drugo,13
2019,Grčija,16-24,ženske,hrana / živila,20
